Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Forward KL,q,clip,folder,episode,environment,seed
173.6817,4293.11,2752.33,161,106.0136,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,805000,Humanoid-v5,123
176.5496,4896.73,2366.29,162,104.1039,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,810000,Humanoid-v5,123
167.0553,4920.99,4151.83,163,99.9773,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,815000,Humanoid-v5,123
165.6879,4489.15,1779.41,164,105.2048,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,820000,Humanoid-v5,123
168.0584,4746.86,2458.64,165,105.9835,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,825000,Humanoid-v5,123
163.3891,4927.78,2053.61,166,101.9691,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,830000,Humanoid-v5,123
162.4238,4656.45,1795.14,167,95.5039,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,835000,Humanoid-v5,123
174.0595,4828.47,3000.44,168,105.1614,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,840000,Humanoid-v5,123
160.0692,4600.5,3163.31,169,102.3073,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,845000,Humanoid-v5,123
165.5394,4910.29,2257.58,170,100.8783,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,850000,Humanoid-v5,123
164.5662,4718.8,1493.04,171,103.5895,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,855000,Humanoid-v5,123
168.0685,4817.59,1179.3,172,99.0072,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,860000,Humanoid-v5,123
170.7007,4586.94,1498.01,173,100.475,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,865000,Humanoid-v5,123
167.1166,4845.16,2619.26,174,99.4719,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,870000,Humanoid-v5,123
181.9309,4387.55,2116.12,175,109.3476,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,875000,Humanoid-v5,123
165.3937,4920.65,2775.75,176,101.1895,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,880000,Humanoid-v5,123
169.5033,4940.66,3447.34,177,103.945,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,885000,Humanoid-v5,123
179.1529,4523.04,2879.76,178,106.1975,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,890000,Humanoid-v5,123
181.4252,4330.5,4690.88,179,111.7912,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,895000,Humanoid-v5,123
172.8534,5003.52,3634.02,180,98.7603,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,900000,Humanoid-v5,123
155.6031,4937.23,4841.88,181,90.6814,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,905000,Humanoid-v5,123
167.6638,4876.21,4081.43,182,102.0254,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,910000,Humanoid-v5,123
159.0114,4892.8,4173.79,183,96.871,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,915000,Humanoid-v5,123
166.9948,4956.29,4289.44,184,101.1552,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,920000,Humanoid-v5,123
155.1257,4732.77,4104.08,185,92.3472,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,925000,Humanoid-v5,123
170.7857,4911.68,2831.71,186,96.9282,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,930000,Humanoid-v5,123
172.8379,4560.68,2814.29,187,100.7596,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,935000,Humanoid-v5,123
171.9213,4948.3,2469.57,188,98.9316,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,940000,Humanoid-v5,123
154.6803,4712.02,3325.45,189,96.7967,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,945000,Humanoid-v5,123
173.034,4582.94,3395.9,190,100.7436,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,950000,Humanoid-v5,123
166.5368,4438.78,3402.83,191,99.7462,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,955000,Humanoid-v5,123
172.9076,4835.18,4090.92,192,97.6877,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,960000,Humanoid-v5,123
185.7077,4483.42,4139.81,193,104.0762,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,965000,Humanoid-v5,123
165.4123,4781.23,4821.86,194,97.2617,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,970000,Humanoid-v5,123
166.9964,4851.78,4879.27,195,96.4321,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,975000,Humanoid-v5,123
168.6632,4914.9,4832.95,196,96.8003,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,980000,Humanoid-v5,123
171.4542,4971.24,3683.12,197,99.4622,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,985000,Humanoid-v5,123
162.5844,4960.46,2136.25,198,93.9165,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,990000,Humanoid-v5,123
170.8205,4713.01,2131.41,199,98.3138,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,995000,Humanoid-v5,123
165.1749,3306.63,2968.75,200,95.7427,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1000000,Humanoid-v5,123
173.9931,5045.14,3478.26,201,97.9704,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1005000,Humanoid-v5,123
169.4781,4841.83,2367.36,202,94.2229,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1010000,Humanoid-v5,123
186.7108,4418.84,4358.23,203,101.5393,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1015000,Humanoid-v5,123
165.6044,4968.47,3566.56,204,89.3849,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1020000,Humanoid-v5,123
155.3296,4337.68,2639.13,205,89.1646,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1025000,Humanoid-v5,123
165.2316,4761.36,1834.35,206,92.7598,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1030000,Humanoid-v5,123
162.9718,4550.24,592.63,207,92.6072,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1035000,Humanoid-v5,123
155.8284,4321.68,2763.12,208,90.5151,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1040000,Humanoid-v5,123
151.9973,4912.19,4072.56,209,86.6208,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1045000,Humanoid-v5,123
164.5651,3912.96,2397.37,210,95.8929,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1050000,Humanoid-v5,123
157.0862,4974.27,2328.18,211,89.5516,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1055000,Humanoid-v5,123
162.1401,3843.11,4314.5,212,89.2649,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1060000,Humanoid-v5,123
165.3062,4587.92,3303.8,213,90.0176,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1065000,Humanoid-v5,123
171.0095,4929.44,3860.95,214,93.4096,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1070000,Humanoid-v5,123
156.8574,4763.13,4311.82,215,89.2969,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1075000,Humanoid-v5,123
158.9612,4692.93,1737.15,216,89.3639,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1080000,Humanoid-v5,123
164.6422,4961.27,4127.81,217,92.3577,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1085000,Humanoid-v5,123
169.8527,4605.8,3371.91,218,92.288,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1090000,Humanoid-v5,123
166.5191,4584.4,4392.55,219,92.9022,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_31_q4_seed123_qstd10.0,1095000,Humanoid-v5,123
281.0459,147.52,91.18,0,275.6684,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,0,Humanoid-v5,123
301.0819,312.24,290.87,1,243.118,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,5000,Humanoid-v5,123
275.5295,331.98,355.65,2,254.2358,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,10000,Humanoid-v5,123
297.9218,323.78,337.16,3,255.5743,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,15000,Humanoid-v5,123
297.2831,335.4,275.41,4,243.6704,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,20000,Humanoid-v5,123
261.0977,380.49,482.94,5,217.6445,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,25000,Humanoid-v5,123
272.2688,443.16,518.43,6,210.7769,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,30000,Humanoid-v5,123
286.299,406.82,351.13,7,217.758,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,35000,Humanoid-v5,123
271.4729,448.5,438.12,8,228.756,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,40000,Humanoid-v5,123
295.2117,330.71,316.04,9,223.661,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,45000,Humanoid-v5,123
290.9946,360.43,344.46,10,217.8415,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,50000,Humanoid-v5,123
290.6314,416.95,379.38,11,208.3508,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,55000,Humanoid-v5,123
277.4793,454.34,547.1,12,211.0923,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,60000,Humanoid-v5,123
263.6992,459.64,532.19,13,209.562,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,65000,Humanoid-v5,123
277.2667,516.59,574.18,14,195.6714,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,70000,Humanoid-v5,123
267.7059,522.56,485.8,15,201.1105,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,75000,Humanoid-v5,123
283.5947,570.05,500.54,16,195.6598,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,80000,Humanoid-v5,123
302.834,486.98,418.06,17,199.8749,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,85000,Humanoid-v5,123
292.7548,522.23,427.29,18,192.351,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,90000,Humanoid-v5,123
300.1424,485.36,467.86,19,196.936,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,95000,Humanoid-v5,123
264.1742,600.57,508.56,20,189.0028,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,100000,Humanoid-v5,123
262.3675,554.68,591.48,21,191.2915,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,105000,Humanoid-v5,123
272.2941,629.87,600.02,22,195.3564,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,110000,Humanoid-v5,123
263.8126,530.51,722.49,23,202.3252,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,115000,Humanoid-v5,123
259.93,591.28,724.08,24,197.2028,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,120000,Humanoid-v5,123
256.3026,549.51,612.78,25,199.1322,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,125000,Humanoid-v5,123
262.6816,573.97,623.24,26,206.1304,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,130000,Humanoid-v5,123
267.7125,519.04,535.78,27,199.8377,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,135000,Humanoid-v5,123
258.523,635.59,638.83,28,195.5363,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,140000,Humanoid-v5,123
269.6716,562.26,532.72,29,178.0414,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,145000,Humanoid-v5,123
265.9162,736.82,807.57,30,174.6954,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,150000,Humanoid-v5,123
275.7187,612.84,491.96,31,186.8371,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,155000,Humanoid-v5,123
278.2344,593.58,610.94,32,195.6753,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,160000,Humanoid-v5,123
281.9305,587.93,580.35,33,183.0607,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,165000,Humanoid-v5,123
276.9655,676.75,629.31,34,184.2817,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,170000,Humanoid-v5,123
275.455,636.99,581.49,35,185.6181,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,175000,Humanoid-v5,123
272.0974,755.97,528.81,36,181.4207,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,180000,Humanoid-v5,123
248.3442,748.94,590.59,37,179.1599,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,185000,Humanoid-v5,123
264.0961,618.56,519.04,38,183.8347,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,190000,Humanoid-v5,123
262.5764,847.84,652.46,39,183.1503,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,195000,Humanoid-v5,123
287.5964,800.11,636.43,40,200.201,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,200000,Humanoid-v5,123
266.6128,856.16,663.66,41,185.492,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,205000,Humanoid-v5,123
257.7773,852.24,838.18,42,172.8465,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,210000,Humanoid-v5,123
269.5813,974.37,810.15,43,165.6319,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,215000,Humanoid-v5,123
241.572,834.79,505.35,44,171.6675,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,220000,Humanoid-v5,123
255.1549,753.63,540.11,45,172.9775,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,225000,Humanoid-v5,123
278.9786,785.67,720.34,46,167.4025,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,230000,Humanoid-v5,123
267.2174,766.08,626.62,47,180.0786,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,235000,Humanoid-v5,123
279.4712,1128.78,632.5,48,162.0791,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,240000,Humanoid-v5,123
288.3732,1210.14,622.43,49,166.9032,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,245000,Humanoid-v5,123
272.9156,936.4,601.13,50,169.4048,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,250000,Humanoid-v5,123
280.3175,1140.47,850.09,51,152.6301,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,255000,Humanoid-v5,123
281.6732,850.75,565.4,52,166.1155,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,260000,Humanoid-v5,123
284.9321,897.69,564.78,53,174.0649,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,265000,Humanoid-v5,123
281.0129,1102.16,704.47,54,151.6365,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,270000,Humanoid-v5,123
260.8824,1246.59,972.8,55,167.2135,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,275000,Humanoid-v5,123
297.2901,838.22,651.22,56,177.28,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,280000,Humanoid-v5,123
270.5138,1384.15,1077.12,57,159.5081,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,285000,Humanoid-v5,123
246.6613,1265.37,884.92,58,154.2848,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,290000,Humanoid-v5,123
241.7972,1370.46,1226.24,59,145.2394,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,295000,Humanoid-v5,123
244.0998,1769.25,1023.47,60,135.1866,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,300000,Humanoid-v5,123
213.2648,1912.31,1431.99,61,138.5989,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,305000,Humanoid-v5,123
217.6615,2114.11,1286.1,62,138.787,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,310000,Humanoid-v5,123
226.0512,2535.75,1214.34,63,142.5694,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,315000,Humanoid-v5,123
269.0902,1990.77,864.39,64,153.3562,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,320000,Humanoid-v5,123
235.2582,1414.9,520.85,65,154.1169,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,325000,Humanoid-v5,123
249.3378,2524.98,2243.83,66,149.1093,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,330000,Humanoid-v5,123
250.4806,1654.94,997.8,67,146.3439,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,335000,Humanoid-v5,123
237.7565,1564.61,705.99,68,145.5619,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,340000,Humanoid-v5,123
220.3754,2422.48,1059.17,69,140.3093,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,345000,Humanoid-v5,123
266.7978,2766.04,3552.67,70,157.5642,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,350000,Humanoid-v5,123
250.2617,2796.67,1868.71,71,150.3165,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,355000,Humanoid-v5,123
283.1454,1323.5,1195.12,72,154.6439,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,360000,Humanoid-v5,123
222.4217,2599.88,2584.46,73,131.3551,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,365000,Humanoid-v5,123
248.6183,1744.65,1227.03,74,157.5415,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,370000,Humanoid-v5,123
218.6369,2468.96,2224.79,75,129.2653,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,375000,Humanoid-v5,123
233.3922,2754.17,1688.29,76,139.4217,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,380000,Humanoid-v5,123
194.4348,2978.59,1565.39,77,132.4665,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,385000,Humanoid-v5,123
218.7325,2135.84,2265.0,78,140.8513,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,390000,Humanoid-v5,123
216.9166,3164.65,2902.6,79,131.3036,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,395000,Humanoid-v5,123
221.2118,2345.21,1985.71,80,154.7333,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,400000,Humanoid-v5,123
239.0489,1810.96,1823.99,81,148.3833,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,405000,Humanoid-v5,123
209.299,3517.13,2920.03,82,145.4563,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,410000,Humanoid-v5,123
248.7324,1915.57,906.41,83,156.6436,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,415000,Humanoid-v5,123
240.9503,2232.71,1299.9,84,158.7437,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,420000,Humanoid-v5,123
228.8808,2240.88,1985.72,85,154.5041,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,425000,Humanoid-v5,123
218.9683,2620.48,1415.36,86,150.5667,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,430000,Humanoid-v5,123
223.7406,2404.37,1178.6,87,139.8903,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,435000,Humanoid-v5,123
247.8039,2795.59,476.64,88,155.4992,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,440000,Humanoid-v5,123
222.0752,3088.45,2272.79,89,146.4167,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,445000,Humanoid-v5,123
211.2349,3816.14,4648.41,90,134.3494,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,450000,Humanoid-v5,123
194.167,3467.53,4771.21,91,126.1144,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,455000,Humanoid-v5,123
224.5312,3198.34,2889.01,92,139.7551,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,460000,Humanoid-v5,123
210.0384,3842.93,3848.26,93,138.0343,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,465000,Humanoid-v5,123
213.9652,3397.71,3802.97,94,132.9208,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,470000,Humanoid-v5,123
192.7699,3967.93,4570.95,95,124.4265,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,475000,Humanoid-v5,123
202.054,2725.8,2011.08,96,136.1033,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed123_qstd1.0,480000,Humanoid-v5,123
