Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Forward KL,q,clip,folder,episode,environment,seed
231.1004,4290.73,712.99,82,146.2778,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,410000,Humanoid-v5,42
217.3992,4595.95,1125.35,83,135.3478,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,415000,Humanoid-v5,42
263.6338,1926.79,865.56,84,183.2546,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,420000,Humanoid-v5,42
221.2863,4617.47,1154.33,85,142.5865,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,425000,Humanoid-v5,42
206.8418,3847.6,1416.03,86,136.0219,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,430000,Humanoid-v5,42
215.5166,4251.35,2009.84,87,132.7835,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,435000,Humanoid-v5,42
220.439,4060.11,1031.87,88,139.0202,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,440000,Humanoid-v5,42
210.5499,4783.7,1962.96,89,126.4572,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,445000,Humanoid-v5,42
210.4376,4445.08,911.67,90,135.7579,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,450000,Humanoid-v5,42
227.4496,4826.05,1933.38,91,144.579,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,455000,Humanoid-v5,42
216.7382,4828.43,1564.91,92,138.1669,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,460000,Humanoid-v5,42
215.6176,4495.29,1116.23,93,138.1137,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,465000,Humanoid-v5,42
207.4746,4844.99,1805.98,94,129.6483,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,470000,Humanoid-v5,42
216.0323,4771.69,1357.19,95,137.7416,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,475000,Humanoid-v5,42
214.008,4656.43,1337.69,96,136.7287,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,480000,Humanoid-v5,42
207.919,4799.1,1551.02,97,128.8571,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,485000,Humanoid-v5,42
211.7153,3844.24,1381.56,98,133.7419,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,490000,Humanoid-v5,42
216.3377,4646.73,2795.63,99,128.4931,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,495000,Humanoid-v5,42
211.8209,4491.24,1498.52,100,135.2379,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,500000,Humanoid-v5,42
207.7907,4700.14,1375.23,101,128.7052,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,505000,Humanoid-v5,42
217.4364,4816.83,1195.46,102,135.7054,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,510000,Humanoid-v5,42
216.2695,4749.84,1142.47,103,137.5685,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,515000,Humanoid-v5,42
198.4088,4320.64,1535.32,104,127.6858,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,520000,Humanoid-v5,42
210.8413,4702.79,917.81,105,134.1296,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,525000,Humanoid-v5,42
213.3509,4260.49,1118.15,106,137.1085,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,530000,Humanoid-v5,42
222.321,4093.93,707.11,107,148.6406,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,535000,Humanoid-v5,42
214.0543,4693.91,1064.57,108,131.3345,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,540000,Humanoid-v5,42
216.4014,4457.02,1249.13,109,143.2531,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,545000,Humanoid-v5,42
227.5508,4782.39,1498.91,110,139.6678,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,550000,Humanoid-v5,42
216.1163,4298.27,1191.94,111,139.8349,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,555000,Humanoid-v5,42
206.2134,4261.32,1261.82,112,135.5129,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,560000,Humanoid-v5,42
206.7246,4868.8,1369.53,113,126.8052,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,565000,Humanoid-v5,42
216.9003,4825.7,1679.46,114,140.7635,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,570000,Humanoid-v5,42
214.837,4689.3,1387.75,115,130.1521,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,575000,Humanoid-v5,42
215.4215,4806.28,1735.21,116,138.2526,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,580000,Humanoid-v5,42
204.7605,4552.7,1719.66,117,132.4667,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,585000,Humanoid-v5,42
213.5845,4863.87,2077.78,118,133.7621,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,590000,Humanoid-v5,42
215.9327,4844.02,2219.4,119,132.0319,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,595000,Humanoid-v5,42
211.7916,4849.41,1847.57,120,133.0464,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,600000,Humanoid-v5,42
215.7109,4851.31,1424.55,121,135.9617,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,605000,Humanoid-v5,42
217.8228,4851.71,1967.13,122,146.8155,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,610000,Humanoid-v5,42
217.9773,4757.13,1867.09,123,152.6195,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,615000,Humanoid-v5,42
203.9694,4895.05,2720.57,124,129.3716,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,620000,Humanoid-v5,42
203.6404,4732.12,1291.74,125,138.1885,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,625000,Humanoid-v5,42
207.5096,4883.68,1586.59,126,144.2447,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,630000,Humanoid-v5,42
212.0596,4800.22,1166.88,127,146.2919,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,635000,Humanoid-v5,42
236.3823,3166.47,990.94,128,177.4898,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,640000,Humanoid-v5,42
211.9228,4519.35,1485.55,129,139.8168,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,645000,Humanoid-v5,42
215.4012,4198.86,1265.56,130,154.2923,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,650000,Humanoid-v5,42
220.4951,4601.89,1324.63,131,151.1731,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,655000,Humanoid-v5,42
210.1024,4688.02,1160.46,132,141.0513,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,660000,Humanoid-v5,42
217.8248,4864.21,4571.96,133,147.7821,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,665000,Humanoid-v5,42
212.7833,4902.13,1349.15,134,142.0584,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,670000,Humanoid-v5,42
214.8032,4870.83,1239.49,135,139.7754,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,675000,Humanoid-v5,42
211.291,4679.99,1950.36,136,139.8468,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,680000,Humanoid-v5,42
212.0267,4809.43,1387.08,137,147.205,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,685000,Humanoid-v5,42
214.339,4828.25,1434.25,138,150.1597,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,690000,Humanoid-v5,42
211.4275,4875.66,2142.8,139,139.4157,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,695000,Humanoid-v5,42
205.3364,4703.1,2026.92,140,133.2713,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,700000,Humanoid-v5,42
211.5205,4898.8,1306.0,141,147.2433,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,705000,Humanoid-v5,42
208.2144,4670.1,3350.79,142,142.5776,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,710000,Humanoid-v5,42
206.5253,4905.89,4626.95,143,136.6803,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,715000,Humanoid-v5,42
213.198,4873.26,1410.65,144,146.9714,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,720000,Humanoid-v5,42
214.2191,4913.72,1651.67,145,144.0928,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,725000,Humanoid-v5,42
207.2232,4903.99,3192.8,146,135.4545,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,730000,Humanoid-v5,42
202.6739,4249.9,1082.4,147,140.7648,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,735000,Humanoid-v5,42
203.8636,4473.49,1075.28,148,144.8561,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,740000,Humanoid-v5,42
213.9114,4855.06,1613.32,149,143.9623,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,745000,Humanoid-v5,42
209.8957,4887.72,3092.6,150,151.218,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,750000,Humanoid-v5,42
209.0367,4877.73,2758.98,151,142.4743,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,755000,Humanoid-v5,42
206.5355,4682.38,1820.55,152,141.6521,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,760000,Humanoid-v5,42
207.4562,4498.03,1955.51,153,142.3361,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,765000,Humanoid-v5,42
216.8633,4429.81,1698.11,154,152.0853,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,770000,Humanoid-v5,42
211.0628,4692.16,1260.42,155,140.6723,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,775000,Humanoid-v5,42
207.3384,4793.8,2770.24,156,150.8262,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,780000,Humanoid-v5,42
211.5564,4491.2,1232.47,157,150.7568,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,785000,Humanoid-v5,42
213.7503,4877.27,2881.71,158,143.3466,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,790000,Humanoid-v5,42
213.5959,4887.23,1950.97,159,147.1958,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,795000,Humanoid-v5,42
209.7846,4619.18,1707.45,160,142.4497,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,800000,Humanoid-v5,42
210.854,4892.09,1930.43,161,141.539,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,805000,Humanoid-v5,42
211.9052,4346.49,1175.8,162,143.5274,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,810000,Humanoid-v5,42
210.8488,4678.97,1708.41,163,143.1397,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,815000,Humanoid-v5,42
202.8763,4517.27,4145.83,164,132.3665,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,820000,Humanoid-v5,42
213.7339,4221.09,1324.16,165,149.3898,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,825000,Humanoid-v5,42
207.859,3988.35,1741.28,166,141.7561,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,830000,Humanoid-v5,42
207.0313,4136.9,1421.45,167,137.1989,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,835000,Humanoid-v5,42
205.3031,4883.27,1496.99,168,140.2302,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,840000,Humanoid-v5,42
215.0603,4653.24,1168.44,169,148.5855,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,845000,Humanoid-v5,42
216.3675,4749.78,1444.08,170,143.5339,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,850000,Humanoid-v5,42
214.381,4669.34,2212.04,171,144.0044,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,855000,Humanoid-v5,42
207.453,4792.07,1120.9,172,140.0078,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,860000,Humanoid-v5,42
217.7891,4548.4,2135.67,173,143.6427,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,865000,Humanoid-v5,42
217.4257,4296.65,753.15,174,151.806,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,870000,Humanoid-v5,42
207.2941,4646.56,1058.51,175,144.4235,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,875000,Humanoid-v5,42
211.4756,4754.02,1503.31,176,137.5421,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,880000,Humanoid-v5,42
214.4802,4769.69,1491.17,177,143.6296,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,885000,Humanoid-v5,42
212.3876,4652.03,1213.49,178,145.3014,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,890000,Humanoid-v5,42
215.2507,3524.78,672.39,179,156.1196,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,895000,Humanoid-v5,42
212.1254,4746.73,807.27,180,150.8413,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,900000,Humanoid-v5,42
207.2265,4135.61,745.22,181,145.1898,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,905000,Humanoid-v5,42
216.0728,4858.51,1022.18,182,145.7532,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,910000,Humanoid-v5,42
208.6972,4714.7,843.33,183,139.7736,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,915000,Humanoid-v5,42
210.5591,4446.04,906.41,184,147.8107,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,920000,Humanoid-v5,42
203.6708,4566.66,917.74,185,148.6089,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,925000,Humanoid-v5,42
205.1367,4881.55,2175.48,186,138.5102,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,930000,Humanoid-v5,42
219.0595,4518.58,850.98,187,153.4481,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,935000,Humanoid-v5,42
211.7233,4331.74,613.35,188,150.9116,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,940000,Humanoid-v5,42
200.9903,4680.28,742.72,189,140.47,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,945000,Humanoid-v5,42
206.5234,4915.06,1297.32,190,151.4671,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,950000,Humanoid-v5,42
208.776,4772.35,750.79,191,148.2854,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,955000,Humanoid-v5,42
218.9626,4888.46,1471.12,192,159.7715,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,960000,Humanoid-v5,42
223.8786,4257.96,1043.18,193,161.7938,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,965000,Humanoid-v5,42
210.7935,4870.89,632.07,194,147.0202,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,970000,Humanoid-v5,42
227.4492,4499.95,1071.04,195,168.2597,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,975000,Humanoid-v5,42
211.7882,4634.58,1528.6,196,144.9178,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,980000,Humanoid-v5,42
218.7706,4882.13,1406.11,197,154.147,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,985000,Humanoid-v5,42
218.6172,4851.24,738.3,198,158.7391,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,990000,Humanoid-v5,42
223.2731,4864.22,1267.67,199,157.1533,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,995000,Humanoid-v5,42
228.122,4887.98,847.61,200,167.3309,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1000000,Humanoid-v5,42
226.1234,4900.55,1509.24,201,167.3266,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1005000,Humanoid-v5,42
224.9036,4659.18,1237.82,202,169.7789,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1010000,Humanoid-v5,42
229.4191,4882.57,1027.29,203,171.1347,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1015000,Humanoid-v5,42
225.0432,4522.7,1554.84,204,168.6502,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1020000,Humanoid-v5,42
222.4363,4706.88,1639.83,205,166.5123,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1025000,Humanoid-v5,42
218.3471,4540.82,1233.9,206,172.694,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1030000,Humanoid-v5,42
225.0559,4614.94,1014.92,207,164.6504,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1035000,Humanoid-v5,42
221.9463,4880.64,1949.22,208,161.6349,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1040000,Humanoid-v5,42
220.8597,4890.36,2307.92,209,160.6058,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1045000,Humanoid-v5,42
221.0984,4441.26,2616.16,210,164.9021,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1050000,Humanoid-v5,42
222.2156,3610.0,2180.53,211,168.0084,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1055000,Humanoid-v5,42
220.4949,4888.94,2805.1,212,165.2573,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1060000,Humanoid-v5,42
216.8945,4569.48,1590.0,213,165.4151,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1065000,Humanoid-v5,42
225.1083,4126.56,2332.71,214,167.0688,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1070000,Humanoid-v5,42
223.189,4760.64,2492.44,215,164.233,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1075000,Humanoid-v5,42
223.9038,4699.0,3808.46,216,164.1933,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1080000,Humanoid-v5,42
225.4659,4880.55,2244.47,217,167.7194,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1085000,Humanoid-v5,42
224.0958,4473.41,2256.45,218,159.0957,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1090000,Humanoid-v5,42
219.6008,3890.68,3017.72,219,153.3041,4,10.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_30_q4_seed42_qstd10.0,1095000,Humanoid-v5,42
290.456,289.22,353.06,0,234.6629,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,0,Humanoid-v5,456
314.2391,307.88,273.0,1,255.5056,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,5000,Humanoid-v5,456
345.7572,304.5,330.64,2,265.2304,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,10000,Humanoid-v5,456
311.2821,387.35,378.27,3,240.6074,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,15000,Humanoid-v5,456
316.6102,389.93,504.82,4,220.6504,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,20000,Humanoid-v5,456
304.8463,442.6,491.66,5,228.8978,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,25000,Humanoid-v5,456
321.2638,430.21,536.4,6,205.402,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,30000,Humanoid-v5,456
305.7649,429.3,395.01,7,206.8293,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,35000,Humanoid-v5,456
308.6204,473.03,399.32,8,204.7354,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,40000,Humanoid-v5,456
331.1967,471.13,436.75,9,193.0085,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,45000,Humanoid-v5,456
302.6595,507.84,464.01,10,194.6025,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,50000,Humanoid-v5,456
394.9289,579.31,464.99,11,197.8753,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,55000,Humanoid-v5,456
344.7208,536.74,502.44,12,192.4275,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,60000,Humanoid-v5,456
363.7692,611.32,588.36,13,169.2189,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,65000,Humanoid-v5,456
308.3793,744.33,658.03,14,192.0016,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,70000,Humanoid-v5,456
312.8033,837.78,725.97,15,159.8453,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,75000,Humanoid-v5,456
332.7738,802.13,643.08,16,155.8654,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_46_q1_seed456_qstd1.0,80000,Humanoid-v5,456
