Real Det Return,Running Update Time,Running Forward KL,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Real Sto Return,q,clip,folder,episode,environment,seed
3497.21,121,15.1691,121,15.2905,-1130.481201171875,605000,3283.95,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,605000,Hopper-v5,42
3458.7,122,14.7989,122,13.7591,-1016.8508911132812,610000,3339.15,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,610000,Hopper-v5,42
3466.04,123,15.681,123,16.3379,-1000.1322631835938,615000,3333.09,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,615000,Hopper-v5,42
3471.32,124,14.3529,124,14.5628,-1017.9015502929688,620000,2791.96,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,620000,Hopper-v5,42
3499.7,125,15.191,125,13.9657,-1017.443359375,625000,3251.52,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,625000,Hopper-v5,42
3521.8,126,15.7402,126,14.2533,-1156.3597412109375,630000,2959.07,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,630000,Hopper-v5,42
3462.28,127,14.7722,127,14.2432,-1085.3797607421875,635000,3445.51,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,635000,Hopper-v5,42
3524.64,128,14.5717,128,13.5302,-1094.2440185546875,640000,3305.04,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,640000,Hopper-v5,42
3481.48,129,14.5366,129,13.6126,-1136.2930908203125,645000,2968.39,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,645000,Hopper-v5,42
3471.91,130,13.7889,130,13.8571,-1043.75537109375,650000,3362.97,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,650000,Hopper-v5,42
3495.46,131,13.4919,131,12.7636,-1074.4150390625,655000,3463.96,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,655000,Hopper-v5,42
3450.22,132,13.5803,132,14.1545,-1162.029541015625,660000,2954.98,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,660000,Hopper-v5,42
3499.08,133,14.4849,133,14.0453,-1206.0537109375,665000,3398.14,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,665000,Hopper-v5,42
3518.49,134,13.7349,134,12.7326,-1096.8597412109375,670000,3392.49,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,670000,Hopper-v5,42
3510.42,135,14.7349,135,13.5619,-1276.9613037109375,675000,3305.85,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,675000,Hopper-v5,42
3477.72,136,14.8749,136,13.2657,-1113.5050048828125,680000,3326.99,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,680000,Hopper-v5,42
3442.35,137,15.162,137,14.138,-1245.45263671875,685000,3418.47,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,685000,Hopper-v5,42
3478.43,138,14.3297,138,13.9427,-1259.034423828125,690000,3445.32,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,690000,Hopper-v5,42
3466.14,139,15.0951,139,13.9404,-1153.54541015625,695000,3333.8,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,695000,Hopper-v5,42
3454.59,140,13.7995,140,13.0851,-1170.91650390625,700000,3388.07,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,700000,Hopper-v5,42
3512.53,141,15.204,141,13.9245,-1262.185546875,705000,2447.21,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,705000,Hopper-v5,42
3474.27,142,14.2372,142,12.8377,-1013.1776733398438,710000,3337.52,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,710000,Hopper-v5,42
3464.46,143,13.6966,143,13.4148,-1218.7991943359375,715000,3458.66,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,715000,Hopper-v5,42
3472.64,144,15.6624,144,14.3766,-1297.4454345703125,720000,3087.95,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,720000,Hopper-v5,42
3430.4,145,14.5803,145,13.8955,-1344.6124267578125,725000,3352.66,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,725000,Hopper-v5,42
3498.35,146,13.9653,146,13.8658,-1320.2332763671875,730000,2880.7,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,730000,Hopper-v5,42
3460.03,147,13.6554,147,13.032,-1189.757568359375,735000,3435.78,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,735000,Hopper-v5,42
3502.46,148,14.1569,148,12.1953,-1320.23388671875,740000,3174.02,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,740000,Hopper-v5,42
3465.88,149,14.8156,149,13.2638,-1156.065673828125,745000,2963.9,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,745000,Hopper-v5,42
3457.27,150,14.72,150,13.5778,-1398.590576171875,750000,3451.47,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,750000,Hopper-v5,42
3480.32,151,13.8701,151,12.3481,-1277.4110107421875,755000,2731.13,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,755000,Hopper-v5,42
3495.82,152,14.4122,152,13.3184,-1222.33740234375,760000,3439.75,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,760000,Hopper-v5,42
3492.9,153,13.9654,153,13.2916,-1340.874267578125,765000,3431.97,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,765000,Hopper-v5,42
3483.7,154,15.1673,154,14.087,-1367.1468505859375,770000,3458.38,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,770000,Hopper-v5,42
3470.47,155,14.2321,155,13.9622,-1231.3525390625,775000,3473.94,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,775000,Hopper-v5,42
3476.87,156,14.4368,156,13.2839,-1297.97119140625,780000,3461.82,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,780000,Hopper-v5,42
3483.79,157,14.7075,157,13.0514,-1374.8603515625,785000,3433.58,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,785000,Hopper-v5,42
3521.45,158,14.4617,158,13.2731,-1374.3455810546875,790000,3211.3,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,790000,Hopper-v5,42
3432.83,159,13.7187,159,13.5212,-1320.9775390625,795000,3414.05,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,795000,Hopper-v5,42
3489.72,160,14.614,160,13.1279,-1494.57470703125,800000,3276.68,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,800000,Hopper-v5,42
3472.89,161,13.598,161,12.908,-1378.626953125,805000,3146.69,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,805000,Hopper-v5,42
3492.3,162,14.0091,162,13.6658,-1396.9195556640625,810000,3268.19,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,810000,Hopper-v5,42
3429.83,163,14.2195,163,13.9302,-1480.5758056640625,815000,3398.11,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,815000,Hopper-v5,42
3474.78,164,14.7364,164,13.2055,-1642.6231689453125,820000,2045.38,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,820000,Hopper-v5,42
3473.12,165,14.3668,165,13.8581,-1530.206787109375,825000,3074.86,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,825000,Hopper-v5,42
3444.04,166,13.5909,166,13.7878,-1250.032958984375,830000,3390.77,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,830000,Hopper-v5,42
3458.13,167,14.5535,167,13.5552,-1589.797607421875,835000,3219.55,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,835000,Hopper-v5,42
3507.01,168,15.1782,168,13.6536,-1607.221923828125,840000,3420.25,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,840000,Hopper-v5,42
3503.88,169,14.2388,169,12.7634,-1696.44775390625,845000,2574.42,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,845000,Hopper-v5,42
3453.91,170,14.2811,170,13.4322,-1383.833251953125,850000,3288.27,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,850000,Hopper-v5,42
3449.63,171,15.1377,171,15.1483,-1504.327392578125,855000,3426.44,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,855000,Hopper-v5,42
3455.26,172,14.6123,172,13.9277,-1582.9915771484375,860000,3432.37,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,860000,Hopper-v5,42
3469.21,173,14.5135,173,14.268,-1608.73583984375,865000,3405.83,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,865000,Hopper-v5,42
3476.59,174,14.4853,174,13.5571,-1417.98828125,870000,3163.48,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,870000,Hopper-v5,42
3487.83,175,14.3717,175,12.9563,-1497.8016357421875,875000,3395.06,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,875000,Hopper-v5,42
3488.49,176,14.3949,176,13.6166,-1583.24072265625,880000,3016.46,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,880000,Hopper-v5,42
3490.94,177,13.9226,177,12.7747,-1557.4749755859375,885000,3400.64,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,885000,Hopper-v5,42
3484.9,178,13.8121,178,12.7427,-1637.8685302734375,890000,3209.36,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,890000,Hopper-v5,42
3481.97,179,14.8513,179,13.9116,-1604.07470703125,895000,3409.99,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,895000,Hopper-v5,42
3494.69,180,14.0015,180,13.3896,-1729.1544189453125,900000,3463.62,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,900000,Hopper-v5,42
3487.06,181,14.1521,181,12.7274,-1726.3720703125,905000,3171.24,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,905000,Hopper-v5,42
3473.22,182,13.4901,182,13.8481,-1536.1258544921875,910000,3443.84,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,910000,Hopper-v5,42
3492.77,183,13.2839,183,12.8644,-1589.523193359375,915000,2891.81,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,915000,Hopper-v5,42
3458.49,184,13.9963,184,14.1072,-1723.228271484375,920000,3393.14,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,920000,Hopper-v5,42
3477.61,185,13.8861,185,12.7023,-1670.3336181640625,925000,3415.31,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,925000,Hopper-v5,42
3444.22,186,14.308,186,14.332,-1718.647216796875,930000,3394.68,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,930000,Hopper-v5,42
215.68,187,20.2548,187,39.4084,-2872.946044921875,935000,217.33,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,935000,Hopper-v5,42
277.85,188,18.7617,188,14.7657,-878.7271118164062,940000,282.0,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,940000,Hopper-v5,42
259.71,189,17.9783,189,16.7597,-1902.8604736328125,945000,382.32,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,945000,Hopper-v5,42
1283.04,190,17.7063,190,27.9123,-2184.18798828125,950000,1003.3,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,950000,Hopper-v5,42
3103.92,191,15.5625,191,13.5181,-1980.5704345703125,955000,3050.41,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,955000,Hopper-v5,42
3424.72,192,16.9125,192,16.4869,-1907.551025390625,960000,3408.26,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,960000,Hopper-v5,42
3477.37,193,18.0642,193,15.7477,-1814.1102294921875,965000,3437.78,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,965000,Hopper-v5,42
3493.94,194,15.6578,194,15.4101,-1816.975830078125,970000,3445.36,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,970000,Hopper-v5,42
3481.59,195,15.7338,195,15.7035,-1854.5035400390625,975000,3447.43,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,975000,Hopper-v5,42
3450.28,196,14.8698,196,15.109,-1726.56005859375,980000,3417.91,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,980000,Hopper-v5,42
3474.96,197,15.9741,197,15.3115,-1790.3653564453125,985000,3405.3,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,985000,Hopper-v5,42
3492.97,198,14.397,198,15.0637,-1930.086181640625,990000,3444.93,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,990000,Hopper-v5,42
3486.43,199,15.7808,199,14.7375,-1846.9337158203125,995000,3409.89,4,10.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd10.0,995000,Hopper-v5,42
211.01,0,25.662,0,17.3929,399.8132019042969,0,208.63,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,0,Hopper-v5,456
303.2,1,24.7271,1,21.8044,313.1000366210937,5000,299.2,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,5000,Hopper-v5,456
359.44,2,22.9639,2,17.9898,286.4848022460937,10000,339.94,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,10000,Hopper-v5,456
363.87,3,23.2806,3,21.9765,206.37527465820312,15000,361.05,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,15000,Hopper-v5,456
419.19,4,22.2165,4,22.3744,135.21339416503906,20000,394.9,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,20000,Hopper-v5,456
508.69,5,20.8976,5,19.8432,101.46752166748048,25000,454.68,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,25000,Hopper-v5,456
703.12,6,20.5385,6,15.1172,84.20242309570312,30000,582.08,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,30000,Hopper-v5,456
405.65,7,20.6326,7,18.5165,-14.961358070373535,35000,469.04,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,35000,Hopper-v5,456
765.6,8,19.8777,8,16.1481,-43.45429611206055,40000,911.75,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,40000,Hopper-v5,456
731.97,9,19.4116,9,14.9082,-45.66108703613281,45000,1606.45,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,45000,Hopper-v5,456
867.06,10,20.136,10,17.4332,-88.13595581054688,50000,840.18,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,50000,Hopper-v5,456
870.22,11,20.3842,11,41.226,-145.1707763671875,55000,1011.18,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,55000,Hopper-v5,456
969.75,12,20.3286,12,16.7542,-52.068946838378906,60000,1169.61,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,60000,Hopper-v5,456
2835.22,13,18.6865,13,14.7914,-80.45874786376953,65000,2493.5,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,65000,Hopper-v5,456
2925.59,14,19.6606,14,18.1221,-16.02659034729004,70000,2233.21,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,70000,Hopper-v5,456
3112.15,15,17.9593,15,18.2418,-206.8763427734375,75000,2138.0,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,75000,Hopper-v5,456
2967.47,16,17.6709,16,16.7394,-143.1647491455078,80000,2732.05,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,80000,Hopper-v5,456
2952.18,17,17.8616,17,16.5494,-53.310176849365234,85000,2752.96,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,85000,Hopper-v5,456
3063.93,18,17.9016,18,17.3521,-53.24884414672852,90000,2645.48,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,90000,Hopper-v5,456
3129.57,19,17.8508,19,15.4353,-118.4233169555664,95000,2833.85,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,95000,Hopper-v5,456
3085.4,20,17.9459,20,17.4657,-78.15171813964844,100000,2902.3,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,100000,Hopper-v5,456
3085.5,21,17.5052,21,15.7923,-93.84004974365234,105000,3017.82,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,105000,Hopper-v5,456
3104.99,22,17.5373,22,15.6753,-114.86351776123048,110000,3096.13,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,110000,Hopper-v5,456
3174.79,23,18.0426,23,16.9377,-93.47447204589844,115000,3167.5,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,115000,Hopper-v5,456
3194.7,24,17.6991,24,15.3735,-115.05449676513672,120000,3146.82,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,120000,Hopper-v5,456
3216.23,25,17.6743,25,17.0287,-277.76971435546875,125000,2048.76,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,125000,Hopper-v5,456
3196.03,26,17.4033,26,14.5805,-201.5819854736328,130000,2635.55,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,130000,Hopper-v5,456
3189.4,27,18.1039,27,15.276,-332.7961120605469,135000,1433.71,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,135000,Hopper-v5,456
3230.65,28,18.1654,28,17.0414,-356.58624267578125,140000,1763.22,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,140000,Hopper-v5,456
3183.29,29,17.6926,29,16.3471,-150.75909423828125,145000,3088.87,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,145000,Hopper-v5,456
1223.68,30,17.6185,30,13.3969,-467.848388671875,150000,1477.32,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,150000,Hopper-v5,456
3236.59,31,17.0978,31,15.1873,-201.46836853027344,155000,2764.5,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,155000,Hopper-v5,456
3199.91,32,17.4239,32,15.3344,-247.2287139892578,160000,2667.39,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,160000,Hopper-v5,456
3214.61,33,17.7608,33,15.5213,-200.43931579589844,165000,2732.52,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,165000,Hopper-v5,456
3229.13,34,17.4886,34,15.3587,-201.2577972412109,170000,3161.68,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,170000,Hopper-v5,456
3232.89,35,17.1826,35,14.9959,-258.0287170410156,175000,2904.3,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,175000,Hopper-v5,456
3254.27,36,16.827,36,14.9062,-219.515869140625,180000,2991.45,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,180000,Hopper-v5,456
3276.9,37,17.4482,37,13.4768,-395.3537902832031,185000,2058.19,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,185000,Hopper-v5,456
3236.77,38,17.5227,38,14.3022,-309.0150146484375,190000,2796.61,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,190000,Hopper-v5,456
3211.15,39,17.1688,39,15.3829,-474.7972412109375,195000,2283.31,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,195000,Hopper-v5,456
3235.74,40,17.2169,40,14.2858,-266.0574951171875,200000,3226.98,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,200000,Hopper-v5,456
3247.5,41,17.4774,41,15.2325,-326.44677734375,205000,2959.36,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,205000,Hopper-v5,456
3008.31,42,17.6902,42,14.9905,-430.6082458496094,210000,1900.54,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,210000,Hopper-v5,456
3247.86,43,17.4262,43,15.5418,-270.1397399902344,215000,3105.86,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,215000,Hopper-v5,456
3245.22,44,17.1401,44,14.5636,-295.6672058105469,220000,3158.66,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,220000,Hopper-v5,456
3274.28,45,16.8501,45,14.7261,-284.28961181640625,225000,3253.57,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,225000,Hopper-v5,456
2187.5,46,18.4356,46,20.822,-632.4714965820312,230000,1765.58,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,230000,Hopper-v5,456
3234.14,47,17.4724,47,15.1023,-328.4973449707031,235000,3232.8,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,235000,Hopper-v5,456
3231.48,48,17.739,48,14.0792,-397.1218872070313,240000,2630.85,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,240000,Hopper-v5,456
1022.49,49,32.7694,49,29.1363,-1122.5830078125,245000,1025.23,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,245000,Hopper-v5,456
2788.54,50,17.9506,50,14.5415,-456.489013671875,250000,2731.34,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,250000,Hopper-v5,456
787.02,51,19.7118,51,25.9224,-1091.3502197265625,255000,1687.79,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,255000,Hopper-v5,456
3148.35,52,18.5784,52,17.8079,-416.2874755859375,260000,3162.81,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,260000,Hopper-v5,456
3180.81,53,18.6822,53,17.9602,-394.7178649902344,265000,3086.66,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,265000,Hopper-v5,456
3182.95,54,18.0935,54,16.5545,-363.8686218261719,270000,3131.66,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,270000,Hopper-v5,456
3246.22,55,17.7003,55,14.9111,-544.6256103515625,275000,2338.51,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,275000,Hopper-v5,456
3288.06,56,17.8905,56,16.0497,-447.7275695800781,280000,2765.56,4,0.1,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_05_56_q4_seed456_qstd0.1,280000,Hopper-v5,456
