Running Forward KL,Itration,Running Env Steps,Real Sto Return,Reward Loss,Running Reverse KL,Running Update Time,Real Det Return,q,clip,folder,episode,environment,seed
34.6676,183,915000,1044.05,-13837.517578125,45.2631,183,1047.3,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,915000,Hopper-v5,1024
32.6591,184,920000,1098.62,-12538.1962890625,96.1522,184,1189.27,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,920000,Hopper-v5,1024
30.982,185,925000,1101.92,-13328.8505859375,99.286,185,1006.34,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,925000,Hopper-v5,1024
35.4058,186,930000,1018.34,-13552.0224609375,45.5833,186,1018.25,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,930000,Hopper-v5,1024
35.7141,187,935000,1074.92,-13384.66015625,27.7745,187,1077.15,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,935000,Hopper-v5,1024
34.9877,188,940000,1041.22,-14100.76171875,139.8908,188,1041.36,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,940000,Hopper-v5,1024
34.8651,189,945000,1044.87,-14079.49609375,112.4967,189,1045.07,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,945000,Hopper-v5,1024
34.5739,190,950000,1057.6,-13983.2373046875,48.3857,190,1056.95,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,950000,Hopper-v5,1024
34.6073,191,955000,1058.24,-13423.810546875,29.5821,191,1054.48,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,955000,Hopper-v5,1024
34.9133,192,960000,1037.35,-14641.36328125,73.5683,192,1037.54,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,960000,Hopper-v5,1024
35.3029,193,965000,1039.46,-14470.1923828125,34.8859,193,1039.66,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,965000,Hopper-v5,1024
31.5425,194,970000,668.52,-13089.283203125,77.8734,194,853.64,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,970000,Hopper-v5,1024
32.5893,195,975000,1049.96,-14227.84375,45.2265,195,1045.28,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,975000,Hopper-v5,1024
33.8405,196,980000,1100.2,-13333.263671875,25.4005,196,1090.89,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,980000,Hopper-v5,1024
32.2774,197,985000,784.75,-12499.962890625,42.6467,197,807.48,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,985000,Hopper-v5,1024
31.7079,198,990000,1182.01,-11340.7216796875,22.0884,198,1153.66,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,990000,Hopper-v5,1024
32.9579,199,995000,1175.18,-12360.9990234375,24.8609,199,1181.43,2,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_50_q2_seed1024,995000,Hopper-v5,1024
28.8516,0,0,234.58,139.74777221679688,14.6276,0,177.0,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,0,Hopper-v5,789
29.0884,1,5000,312.29,171.57765197753906,13.977,1,317.42,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,5000,Hopper-v5,789
28.2897,2,10000,318.88,-41.179107666015625,14.7405,2,324.51,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,10000,Hopper-v5,789
29.0772,3,15000,333.79,37.40582275390625,14.677,3,363.95,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,15000,Hopper-v5,789
27.114,4,20000,359.77,105.35778045654295,12.9118,4,376.81,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,20000,Hopper-v5,789
24.5939,5,25000,720.25,-26.58832359313965,11.8735,5,749.71,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,25000,Hopper-v5,789
31.6027,6,30000,76.42,22.316835403442383,21.3138,6,76.91,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,30000,Hopper-v5,789
39.1541,7,35000,1014.45,150.2952880859375,61.896,7,1014.28,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,35000,Hopper-v5,789
31.8764,8,40000,141.84,180.5986175537109,21.1618,8,116.43,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,40000,Hopper-v5,789
26.941,9,45000,756.29,-115.48863983154295,16.8156,9,1110.76,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,45000,Hopper-v5,789
33.128,10,50000,215.34,-28.754133224487305,32.4922,10,254.89,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,50000,Hopper-v5,789
28.0238,11,55000,437.57,-135.16152954101562,47.1737,11,441.36,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,55000,Hopper-v5,789
32.5581,12,60000,484.89,-94.20310974121094,18.1055,12,539.74,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,60000,Hopper-v5,789
28.8723,13,65000,423.36,103.25794219970705,24.8621,13,363.66,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,65000,Hopper-v5,789
29.6254,14,70000,660.26,-145.48585510253906,20.469,14,398.51,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,70000,Hopper-v5,789
26.7941,15,75000,571.9,63.63290023803711,24.5939,15,655.93,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,75000,Hopper-v5,789
36.3997,16,80000,65.36,-411.2238464355469,200.5048,16,67.46,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,80000,Hopper-v5,789
38.278,17,85000,980.98,-312.5168151855469,53.5147,17,980.81,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,85000,Hopper-v5,789
35.0606,18,90000,47.21,-711.5325927734375,211.5117,18,47.45,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,90000,Hopper-v5,789
36.4625,19,95000,1040.13,-397.1841735839844,43.6259,19,1040.15,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,95000,Hopper-v5,789
35.8516,20,100000,1043.41,-439.0714721679688,37.0104,20,1043.94,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,100000,Hopper-v5,789
33.4448,21,105000,191.9,-464.7271423339844,26.8269,21,172.44,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,105000,Hopper-v5,789
32.968,22,110000,1283.09,-434.35302734375,32.6612,22,1281.4,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,110000,Hopper-v5,789
37.1189,23,115000,1021.99,-595.8931274414062,37.8772,23,1022.26,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,115000,Hopper-v5,789
32.61,24,120000,1213.86,-486.8899536132813,34.0633,24,1220.7,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,120000,Hopper-v5,789
33.9456,25,125000,1018.49,-745.4612426757812,57.4229,25,1018.55,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,125000,Hopper-v5,789
34.7486,26,130000,1051.4,-737.1276245117188,31.952,26,1051.19,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,130000,Hopper-v5,789
34.0457,27,135000,1217.35,-598.9494018554688,27.3106,27,1217.78,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,135000,Hopper-v5,789
33.7986,28,140000,1378.21,-712.1727294921875,30.688,28,1378.81,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,140000,Hopper-v5,789
32.5061,29,145000,658.87,-847.5206909179688,46.5052,29,383.8,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,145000,Hopper-v5,789
33.6474,30,150000,1037.52,-945.5796508789062,55.3877,30,1037.43,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,150000,Hopper-v5,789
32.1072,31,155000,513.5,-760.8292846679688,65.3977,31,352.15,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,155000,Hopper-v5,789
32.7037,32,160000,1009.01,-1014.3507080078124,34.0742,32,1010.22,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,160000,Hopper-v5,789
36.4027,33,165000,1032.37,-1088.481201171875,25.9623,33,1032.71,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,165000,Hopper-v5,789
36.7569,34,170000,1017.72,-1013.5161743164062,26.0503,34,1018.1,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,170000,Hopper-v5,789
35.2231,35,175000,1023.66,-1104.8912353515625,22.2374,35,1023.68,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,175000,Hopper-v5,789
32.014,36,180000,1056.36,-1142.402587890625,26.4146,36,1073.85,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,180000,Hopper-v5,789
28.2345,37,185000,670.94,-667.9412231445312,24.1935,37,715.26,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,185000,Hopper-v5,789
28.1921,38,190000,777.91,-486.0039367675781,14.8998,38,749.52,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,190000,Hopper-v5,789
30.743,39,195000,709.93,-1117.1578369140625,60.7847,39,721.5,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,195000,Hopper-v5,789
34.2515,40,200000,1029.12,-1400.4783935546875,21.1988,40,1030.32,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,200000,Hopper-v5,789
32.2031,41,205000,992.96,-1135.935791015625,45.0264,41,1022.64,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,205000,Hopper-v5,789
30.9968,42,210000,282.86,-870.6685180664062,27.9135,42,374.25,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,210000,Hopper-v5,789
32.9684,43,215000,1060.75,-1485.502685546875,22.0011,43,1062.86,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,215000,Hopper-v5,789
30.2743,44,220000,1046.78,-916.7896728515624,18.4183,44,939.21,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,220000,Hopper-v5,789
39.5005,45,225000,1005.71,-1704.5804443359375,58.55,45,1005.81,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,225000,Hopper-v5,789
31.6406,46,230000,1254.38,-1166.2384033203125,21.6031,46,1230.43,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,230000,Hopper-v5,789
29.8035,47,235000,1152.78,-913.8953857421876,22.7764,47,1142.91,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,235000,Hopper-v5,789
32.5048,48,240000,295.31,-1005.9155883789062,25.9328,48,294.27,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,240000,Hopper-v5,789
33.4224,49,245000,1269.39,-1214.4410400390625,23.3558,49,1266.84,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,245000,Hopper-v5,789
29.6181,50,250000,1186.03,-1366.573974609375,30.5033,50,1195.23,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,250000,Hopper-v5,789
28.3795,51,255000,959.28,-1311.9698486328125,19.6514,51,1046.15,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,255000,Hopper-v5,789
32.4576,52,260000,1213.33,-1107.4473876953125,19.9244,52,1213.89,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,260000,Hopper-v5,789
30.7741,53,265000,684.76,-1584.9619140625,18.2827,53,740.0,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,265000,Hopper-v5,789
27.9763,54,270000,403.71,-1438.003662109375,22.6923,54,403.09,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,270000,Hopper-v5,789
32.9356,55,275000,1159.05,-1188.5526123046875,21.476,55,1163.74,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,275000,Hopper-v5,789
33.5422,56,280000,1048.58,-1810.9697265625,22.5744,56,1048.49,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,280000,Hopper-v5,789
33.4522,57,285000,1209.5,-1543.879638671875,26.9083,57,1185.83,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,285000,Hopper-v5,789
32.2394,58,290000,1341.33,-1325.8497314453125,21.2906,58,1343.0,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,290000,Hopper-v5,789
31.0696,59,295000,1247.54,-1249.5565185546875,27.1999,59,1297.8,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,295000,Hopper-v5,789
33.6999,60,300000,1054.33,-1987.697509765625,38.121,60,1069.94,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,300000,Hopper-v5,789
31.8921,61,305000,1585.97,-1380.3040771484375,24.472,61,1585.25,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,305000,Hopper-v5,789
32.3359,62,310000,1086.03,-2063.65673828125,25.769,62,1139.85,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,310000,Hopper-v5,789
31.649,63,315000,1656.03,-1327.695556640625,22.3912,63,1655.12,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,315000,Hopper-v5,789
29.5523,64,320000,1289.83,-1555.5838623046875,24.8495,64,1267.52,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,320000,Hopper-v5,789
31.1438,65,325000,1452.82,-1763.6343994140625,30.652,65,1445.65,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,325000,Hopper-v5,789
31.6675,66,330000,1440.37,-1698.879150390625,23.1727,66,1424.44,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,330000,Hopper-v5,789
32.804,67,335000,1253.93,-2056.546630859375,34.0379,67,1262.69,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,335000,Hopper-v5,789
32.1448,68,340000,1498.96,-1470.409912109375,24.213,68,1494.7,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,340000,Hopper-v5,789
31.9743,69,345000,1423.82,-1513.878662109375,20.763,69,1428.93,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,345000,Hopper-v5,789
31.996,70,350000,1254.89,-1614.2567138671875,18.0192,70,1248.09,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,350000,Hopper-v5,789
33.2944,71,355000,1031.65,-2638.284423828125,70.0761,71,1015.54,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,355000,Hopper-v5,789
33.3204,72,360000,1137.4,-2277.461669921875,35.5281,72,1115.44,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,360000,Hopper-v5,789
33.1102,73,365000,1079.23,-2317.568603515625,34.8996,73,1075.05,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,365000,Hopper-v5,789
32.4267,74,370000,1225.06,-1670.92529296875,19.7429,74,1311.08,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,370000,Hopper-v5,789
33.7228,75,375000,1217.52,-2255.23095703125,26.7324,75,1229.83,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,375000,Hopper-v5,789
29.6027,76,380000,894.58,-1388.32568359375,18.6798,76,841.07,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,380000,Hopper-v5,789
33.8554,77,385000,1230.59,-1886.6082763671875,27.7307,77,1230.68,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,385000,Hopper-v5,789
33.2137,78,390000,1240.95,-2027.688232421875,29.3599,78,1254.29,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,390000,Hopper-v5,789
32.7935,79,395000,913.58,-1655.81005859375,22.6771,79,980.24,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,395000,Hopper-v5,789
32.6167,80,400000,1439.24,-1974.2574462890625,27.7634,80,1435.17,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,400000,Hopper-v5,789
32.623,81,405000,1273.36,-1783.739990234375,19.7542,81,1267.43,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,405000,Hopper-v5,789
32.312,82,410000,1333.06,-2005.5758056640625,21.1883,82,1337.28,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,410000,Hopper-v5,789
31.6707,83,415000,1280.14,-2126.90625,20.3,83,1061.09,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,415000,Hopper-v5,789
32.4268,84,420000,1076.33,-2722.697021484375,23.4652,84,1076.96,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,420000,Hopper-v5,789
33.3013,85,425000,1281.1,-2210.790283203125,27.9087,85,1278.99,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,425000,Hopper-v5,789
32.3126,86,430000,1194.3,-2213.53466796875,39.8801,86,1150.9,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,430000,Hopper-v5,789
38.7985,87,435000,90.98,-3292.59716796875,113.3634,87,93.24,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,435000,Hopper-v5,789
31.4977,88,440000,1130.76,-2123.535888671875,41.3281,88,1040.2,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,440000,Hopper-v5,789
30.2841,89,445000,1014.21,-2274.676513671875,45.7362,89,1053.53,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,445000,Hopper-v5,789
31.6669,90,450000,1001.54,-2221.126708984375,23.9725,90,819.98,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,450000,Hopper-v5,789
33.2933,91,455000,1235.3,-2313.986083984375,25.7702,91,1228.74,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,455000,Hopper-v5,789
33.2953,92,460000,1048.82,-3070.54443359375,22.0736,92,1046.88,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,460000,Hopper-v5,789
33.1619,93,465000,1274.79,-2322.8193359375,23.5461,93,1276.64,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,465000,Hopper-v5,789
33.3738,94,470000,1290.86,-2324.50537109375,24.8698,94,1288.79,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,470000,Hopper-v5,789
33.719,95,475000,1316.89,-2378.358642578125,25.7721,95,1310.88,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,475000,Hopper-v5,789
34.201,96,480000,1102.22,-2663.487548828125,26.089,96,1106.44,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,480000,Hopper-v5,789
32.3462,97,485000,1363.66,-2413.839111328125,21.1761,97,1357.13,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,485000,Hopper-v5,789
33.2267,98,490000,1205.01,-2260.90625,21.9313,98,1272.18,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,490000,Hopper-v5,789
32.8886,99,495000,1300.69,-2664.867431640625,21.6509,99,1302.61,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,495000,Hopper-v5,789
33.0488,100,500000,1333.91,-2303.561279296875,21.5581,100,1337.14,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,500000,Hopper-v5,789
33.4916,101,505000,1262.33,-2751.95654296875,24.76,101,1264.16,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,505000,Hopper-v5,789
30.715,102,510000,367.08,-3139.10546875,77.2068,102,360.91,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,510000,Hopper-v5,789
33.6147,103,515000,1033.96,-3898.74755859375,65.6266,103,1034.5,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,515000,Hopper-v5,789
32.9362,104,520000,1058.04,-3817.514404296875,59.8939,104,1057.93,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,520000,Hopper-v5,789
32.9364,105,525000,1296.17,-2537.3857421875,24.922,105,1302.08,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,525000,Hopper-v5,789
32.4952,106,530000,1172.34,-3240.462646484375,22.5336,106,1157.0,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,530000,Hopper-v5,789
33.685,107,535000,1036.44,-4016.489013671875,52.9266,107,1053.82,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,535000,Hopper-v5,789
33.0627,108,540000,1045.52,-4023.614501953125,40.9722,108,1045.32,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,540000,Hopper-v5,789
32.9271,109,545000,1165.81,-3404.332763671875,21.5645,109,1210.66,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,545000,Hopper-v5,789
33.2949,110,550000,1071.51,-3707.89990234375,42.3693,110,1133.98,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,550000,Hopper-v5,789
32.9348,111,555000,1218.2,-2738.574462890625,22.7611,111,1209.31,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,555000,Hopper-v5,789
33.1167,112,560000,1067.23,-3861.064697265625,24.1772,112,1068.46,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,560000,Hopper-v5,789
32.6405,113,565000,1156.76,-3234.4267578125,22.6669,113,1186.54,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,565000,Hopper-v5,789
33.213,114,570000,1244.72,-3062.640869140625,23.8121,114,1249.42,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,570000,Hopper-v5,789
33.0841,115,575000,1327.82,-2927.19287109375,28.3534,115,1324.85,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,575000,Hopper-v5,789
32.217,116,580000,1206.1,-3256.67578125,18.976,116,1193.21,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,580000,Hopper-v5,789
32.9603,117,585000,1095.43,-4347.7177734375,32.6396,117,1063.02,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,585000,Hopper-v5,789
32.399,118,590000,1306.94,-2752.693359375,21.1588,118,1305.53,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,590000,Hopper-v5,789
32.2512,119,595000,1204.89,-3373.982666015625,20.4723,119,1160.37,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,595000,Hopper-v5,789
33.1858,120,600000,1111.97,-3523.89794921875,20.7178,120,1100.39,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,600000,Hopper-v5,789
32.3659,121,605000,1375.16,-2986.30712890625,21.6405,121,1373.6,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,605000,Hopper-v5,789
33.2678,122,610000,850.16,-4578.6435546875,46.4849,122,836.62,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,610000,Hopper-v5,789
32.8082,123,615000,1091.21,-4369.92822265625,30.2862,123,1081.66,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,615000,Hopper-v5,789
31.4028,124,620000,1201.16,-3841.705078125,83.3983,124,1089.42,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,620000,Hopper-v5,789
33.9389,125,625000,1056.6,-4842.72607421875,33.9905,125,1057.62,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,625000,Hopper-v5,789
32.2901,126,630000,1192.1,-3460.43212890625,21.0292,126,1192.45,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,630000,Hopper-v5,789
31.7779,127,635000,1356.2,-3394.27490234375,23.5907,127,1349.07,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,635000,Hopper-v5,789
32.5429,128,640000,1177.41,-3770.0361328125,22.5524,128,1164.17,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,640000,Hopper-v5,789
31.7793,129,645000,1317.92,-3827.675048828125,23.3036,129,1307.8,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,645000,Hopper-v5,789
32.6852,130,650000,594.48,-3756.760498046875,20.7913,130,796.98,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,650000,Hopper-v5,789
31.8373,131,655000,1335.59,-3425.756103515625,21.4259,131,1339.5,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,655000,Hopper-v5,789
33.4167,132,660000,1054.46,-5208.3662109375,38.4625,132,1054.31,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,660000,Hopper-v5,789
33.6125,133,665000,1043.77,-5377.3515625,53.7734,133,1044.01,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,665000,Hopper-v5,789
33.278,134,670000,1043.0,-5353.25390625,63.5462,134,1044.03,10,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_28_q10_seed789,670000,Hopper-v5,789
