Running Forward KL,Itration,Running Update Time,Real Det Return,Real Sto Return,Running Env Steps,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
85.9675,197,197,5380.15,4573.25,985000,-72480.1875,157.2947,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,985000,Humanoid-v5,456
91.801,198,198,5401.71,4926.34,990000,-75394.609375,157.5857,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,990000,Humanoid-v5,456
88.416,199,199,5385.71,5161.12,995000,-73553.625,161.1904,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,995000,Humanoid-v5,456
83.0809,200,200,5093.31,5161.67,1000000,-71105.078125,153.4732,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1000000,Humanoid-v5,456
89.151,201,201,5307.13,5175.16,1005000,-72336.984375,157.7588,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1005000,Humanoid-v5,456
84.1147,202,202,4936.95,5219.08,1010000,-70694.9140625,157.5459,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1010000,Humanoid-v5,456
81.7458,203,203,5429.46,5194.05,1015000,-70577.4375,163.2871,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1015000,Humanoid-v5,456
96.6564,204,204,5472.55,4822.51,1020000,-72793.5078125,190.7774,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1020000,Humanoid-v5,456
86.2078,205,205,5411.5,5148.02,1025000,-72321.9609375,151.6664,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1025000,Humanoid-v5,456
94.3793,206,206,5513.88,4783.11,1030000,-73815.21875,177.5368,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1030000,Humanoid-v5,456
87.4393,207,207,5475.74,5271.36,1035000,-71800.328125,160.1204,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1035000,Humanoid-v5,456
88.5634,208,208,5359.95,4929.09,1040000,-72906.390625,154.6645,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1040000,Humanoid-v5,456
94.6833,209,209,5514.09,5167.09,1045000,-73334.078125,168.465,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1045000,Humanoid-v5,456
96.0572,210,210,5515.81,4810.59,1050000,-73855.765625,170.4265,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1050000,Humanoid-v5,456
89.7009,211,211,5486.38,5002.85,1055000,-74207.78125,163.4418,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1055000,Humanoid-v5,456
89.8336,212,212,5562.27,5013.86,1060000,-72009.9375,161.9172,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1060000,Humanoid-v5,456
92.4431,213,213,5526.22,5249.83,1065000,-75025.75,167.6931,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1065000,Humanoid-v5,456
89.4687,214,214,5511.7,5104.46,1070000,-75866.5390625,163.46,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1070000,Humanoid-v5,456
90.3466,215,215,5464.52,5130.23,1075000,-74953.9296875,156.6327,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1075000,Humanoid-v5,456
84.6912,216,216,5475.98,5126.28,1080000,-74728.265625,157.4044,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1080000,Humanoid-v5,456
84.038,217,217,5523.64,5165.83,1085000,-75764.1015625,155.324,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1085000,Humanoid-v5,456
88.6246,218,218,5487.41,5187.45,1090000,-75720.8203125,159.301,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1090000,Humanoid-v5,456
93.5257,219,219,5528.51,4988.82,1095000,-78051.2578125,161.9268,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_10_q4_seed456_qstd50.0,1095000,Humanoid-v5,456
281.0188,0,0,267.88,297.14,0,-150.87643432617188,266.0711,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,0,Humanoid-v5,456
274.4052,1,1,235.44,255.19,5000,-3239.018798828125,328.1176,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,5000,Humanoid-v5,456
274.103,2,2,290.98,303.05,10000,-4672.3564453125,292.7351,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,10000,Humanoid-v5,456
258.3314,3,3,350.93,341.02,15000,-5151.88720703125,376.718,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,15000,Humanoid-v5,456
252.6256,4,4,348.39,397.86,20000,-7847.69189453125,296.4376,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,20000,Humanoid-v5,456
230.5189,5,5,430.14,440.46,25000,-7739.56689453125,281.42,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,25000,Humanoid-v5,456
235.7441,6,6,502.27,459.98,30000,-8829.189453125,278.7474,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,30000,Humanoid-v5,456
244.9606,7,7,407.05,416.17,35000,-7668.56201171875,291.0425,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,35000,Humanoid-v5,456
220.453,8,8,469.37,450.53,40000,-10583.06640625,282.6648,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,40000,Humanoid-v5,456
211.7792,9,9,507.96,434.47,45000,-10324.3349609375,284.8197,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,45000,Humanoid-v5,456
205.9834,10,10,499.44,449.87,50000,-13236.5478515625,288.8561,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,50000,Humanoid-v5,456
208.9538,11,11,689.37,487.32,55000,-14455.251953125,300.222,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,55000,Humanoid-v5,456
222.0052,12,12,449.26,461.12,60000,-14681.962890625,312.6273,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,60000,Humanoid-v5,456
210.7872,13,13,444.46,447.55,65000,-14724.0634765625,292.3149,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,65000,Humanoid-v5,456
215.3795,14,14,391.1,466.48,70000,-16935.869140625,303.2431,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,70000,Humanoid-v5,456
218.1545,15,15,500.94,602.88,75000,-16963.904296875,301.1554,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,75000,Humanoid-v5,456
191.1233,16,16,558.86,620.86,80000,-16764.697265625,270.4376,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,80000,Humanoid-v5,456
199.5151,17,17,662.7,514.0,85000,-19179.39453125,282.074,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,85000,Humanoid-v5,456
212.4884,18,18,473.69,504.28,90000,-22542.287109375,331.6197,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,90000,Humanoid-v5,456
197.8507,19,19,504.2,589.84,95000,-22813.359375,330.2244,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,95000,Humanoid-v5,456
197.2213,20,20,625.03,698.13,100000,-19494.6328125,285.8899,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,100000,Humanoid-v5,456
194.8741,21,21,528.7,686.83,105000,-19656.166015625,294.201,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,105000,Humanoid-v5,456
181.3042,22,22,606.85,711.03,110000,-20976.849609375,291.3738,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,110000,Humanoid-v5,456
194.7374,23,23,737.26,717.0,115000,-22173.94140625,297.1072,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,115000,Humanoid-v5,456
187.5163,24,24,689.55,954.38,120000,-21845.0703125,273.4911,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,120000,Humanoid-v5,456
184.6857,25,25,700.45,810.73,125000,-24364.841796875,302.6207,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,125000,Humanoid-v5,456
187.5602,26,26,684.28,601.09,130000,-24167.181640625,297.4717,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,130000,Humanoid-v5,456
184.0724,27,27,792.17,1020.52,135000,-19659.544921875,260.0429,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,135000,Humanoid-v5,456
169.1186,28,28,827.82,1203.81,140000,-17392.02734375,255.797,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,140000,Humanoid-v5,456
179.7554,29,29,874.71,947.91,145000,-19202.55859375,266.5973,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,145000,Humanoid-v5,456
174.8787,30,30,960.13,1105.15,150000,-19956.25,259.2953,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,150000,Humanoid-v5,456
178.6988,31,31,1117.47,1190.67,155000,-20873.71484375,268.8305,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,155000,Humanoid-v5,456
162.4884,32,32,953.1,1486.05,160000,-22953.365234375,244.8252,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,160000,Humanoid-v5,456
177.8531,33,33,832.64,1920.36,165000,-23612.470703125,265.1313,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,165000,Humanoid-v5,456
155.7629,34,34,684.23,1104.93,170000,-22714.271484375,252.4138,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,170000,Humanoid-v5,456
170.9118,35,35,616.99,1075.07,175000,-24113.744140625,276.903,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,175000,Humanoid-v5,456
161.8689,36,36,734.33,1314.66,180000,-24849.869140625,279.6151,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,180000,Humanoid-v5,456
159.4515,37,37,925.28,1721.55,185000,-24133.724609375,257.9899,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,185000,Humanoid-v5,456
162.3505,38,38,628.42,1308.23,190000,-29869.76953125,314.0839,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,190000,Humanoid-v5,456
165.9565,39,39,595.43,1381.79,195000,-31792.642578125,300.9033,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,195000,Humanoid-v5,456
153.7321,40,40,606.49,1729.58,200000,-29763.7578125,292.0942,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,200000,Humanoid-v5,456
145.4281,41,41,1097.13,2311.48,205000,-22681.49609375,233.0084,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,205000,Humanoid-v5,456
156.3469,42,42,754.06,1414.17,210000,-29605.015625,307.3063,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,210000,Humanoid-v5,456
138.9496,43,43,1106.72,4213.18,215000,-14716.46875,202.036,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,215000,Humanoid-v5,456
136.8776,44,44,1005.41,3208.35,220000,-15018.7548828125,213.8138,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,220000,Humanoid-v5,456
150.3937,45,45,904.34,2309.13,225000,-28708.9921875,289.9745,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,225000,Humanoid-v5,456
144.0313,46,46,913.34,3156.28,230000,-22914.443359375,219.3958,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,230000,Humanoid-v5,456
125.3018,47,47,852.18,4145.66,235000,-14350.1162109375,205.8282,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,235000,Humanoid-v5,456
140.1304,48,48,721.24,2510.96,240000,-23376.0,236.6491,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,240000,Humanoid-v5,456
160.9132,49,49,767.22,1823.98,245000,-32239.517578125,304.3237,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,245000,Humanoid-v5,456
129.6753,50,50,716.7,4251.42,250000,-21466.30078125,247.6019,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,250000,Humanoid-v5,456
125.3185,51,51,764.74,4185.21,255000,-13384.4736328125,199.6929,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,255000,Humanoid-v5,456
134.2291,52,52,960.33,3273.86,260000,-18886.091796875,203.6017,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,260000,Humanoid-v5,456
124.661,53,53,702.42,4360.06,265000,-11860.595703125,201.4216,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,265000,Humanoid-v5,456
126.976,54,54,915.69,4230.57,270000,-10262.95703125,204.4606,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,270000,Humanoid-v5,456
134.8114,55,55,1106.96,3224.62,275000,-19905.32421875,195.931,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,275000,Humanoid-v5,456
124.3925,56,56,997.57,4624.27,280000,-13215.5498046875,202.4295,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,280000,Humanoid-v5,456
133.4468,57,57,1358.34,4281.15,285000,-16071.421875,197.0168,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,285000,Humanoid-v5,456
128.6193,58,58,1668.76,4872.64,290000,-21962.986328125,222.3584,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,290000,Humanoid-v5,456
132.3776,59,59,1822.4,4477.87,295000,-17406.556640625,219.5292,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,295000,Humanoid-v5,456
124.7064,60,60,1027.76,4417.55,300000,-20382.955078125,209.2998,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,300000,Humanoid-v5,456
132.781,61,61,765.14,4446.41,305000,-21717.880859375,225.603,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,305000,Humanoid-v5,456
127.2844,62,62,861.48,4932.67,310000,-18470.826171875,196.7418,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,310000,Humanoid-v5,456
127.194,63,63,839.23,4721.46,315000,-22146.994140625,205.1188,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,315000,Humanoid-v5,456
139.2058,64,64,688.18,2982.49,320000,-30821.919921875,224.1121,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,320000,Humanoid-v5,456
124.0159,65,65,1131.75,4577.85,325000,-23026.787109375,196.85,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,325000,Humanoid-v5,456
137.232,66,66,877.22,3700.23,330000,-28496.712890625,205.6306,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,330000,Humanoid-v5,456
128.1562,67,67,727.87,4479.88,335000,-24504.326171875,209.2711,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,335000,Humanoid-v5,456
124.6306,68,68,1849.43,4154.52,340000,-24094.669921875,191.6476,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,340000,Humanoid-v5,456
143.9556,69,69,915.74,3423.94,345000,-33125.49609375,229.9728,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,345000,Humanoid-v5,456
118.3222,70,70,1018.09,4605.31,350000,-21655.25,187.0427,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,350000,Humanoid-v5,456
123.9561,71,71,676.08,4402.81,355000,-26730.046875,196.1598,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,355000,Humanoid-v5,456
141.5838,72,72,777.26,2498.54,360000,-32527.9375,227.8479,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,360000,Humanoid-v5,456
122.0358,73,73,830.43,4189.8,365000,-26139.279296875,194.3007,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,365000,Humanoid-v5,456
118.9194,74,74,716.16,4905.94,370000,-23233.98046875,189.9462,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,370000,Humanoid-v5,456
126.004,75,75,724.03,4087.5,375000,-30377.685546875,198.5556,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,375000,Humanoid-v5,456
121.4215,76,76,5226.78,4975.36,380000,-26863.521484375,190.3746,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,380000,Humanoid-v5,456
121.6202,77,77,955.12,4583.17,385000,-29815.5078125,189.9398,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,385000,Humanoid-v5,456
122.1795,78,78,1388.86,4344.84,390000,-28428.814453125,200.2627,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,390000,Humanoid-v5,456
120.7926,79,79,770.36,4713.3,395000,-27699.140625,182.131,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,395000,Humanoid-v5,456
128.9563,80,80,900.35,3215.78,400000,-31401.404296875,184.7196,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,400000,Humanoid-v5,456
126.9166,81,81,1134.2,4947.49,405000,-29706.49609375,195.5158,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,405000,Humanoid-v5,456
124.0961,82,82,3040.71,3724.19,410000,-32442.138671875,189.9557,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,410000,Humanoid-v5,456
123.6669,83,83,1866.9,4170.45,415000,-32373.77734375,190.0896,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,415000,Humanoid-v5,456
128.3698,84,84,3689.04,2787.19,420000,-35715.8515625,208.5203,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,420000,Humanoid-v5,456
129.3227,85,85,1809.09,4355.29,425000,-37673.078125,200.85,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,425000,Humanoid-v5,456
118.8694,86,86,1061.84,4370.36,430000,-33325.72265625,190.7884,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,430000,Humanoid-v5,456
120.2733,87,87,2187.77,4084.1,435000,-34336.92578125,188.8557,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,435000,Humanoid-v5,456
112.6891,88,88,1849.53,4937.22,440000,-33822.9609375,185.2539,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,440000,Humanoid-v5,456
112.429,89,89,3902.87,5125.82,445000,-30263.552734375,198.8652,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,445000,Humanoid-v5,456
109.9435,90,90,4910.54,5047.19,450000,-34056.6875,187.5541,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,450000,Humanoid-v5,456
115.7245,91,91,1829.21,4946.34,455000,-33727.328125,203.278,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,455000,Humanoid-v5,456
118.8813,92,92,4905.57,4872.41,460000,-37772.12890625,192.2498,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,460000,Humanoid-v5,456
116.7574,93,93,3759.18,4910.77,465000,-36027.046875,201.1085,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,465000,Humanoid-v5,456
110.9654,94,94,3257.79,5020.5,470000,-36460.56640625,194.0412,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,470000,Humanoid-v5,456
117.4678,95,95,4898.54,5154.9,475000,-37192.203125,196.7762,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,475000,Humanoid-v5,456
113.8566,96,96,3026.15,4672.94,480000,-39241.2578125,188.2216,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,480000,Humanoid-v5,456
112.7726,97,97,3658.07,5006.71,485000,-37992.55078125,185.0803,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,485000,Humanoid-v5,456
120.1109,98,98,4499.31,5043.09,490000,-40299.89453125,197.3129,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,490000,Humanoid-v5,456
111.4986,99,99,3905.31,4972.3,495000,-39229.9296875,195.2805,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,495000,Humanoid-v5,456
111.1189,100,100,2266.02,4988.23,500000,-41698.2578125,189.6939,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,500000,Humanoid-v5,456
113.4623,101,101,996.18,4809.69,505000,-41027.015625,196.2734,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,505000,Humanoid-v5,456
108.5684,102,102,2565.85,5166.47,510000,-39594.00390625,189.1116,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,510000,Humanoid-v5,456
109.0704,103,103,4206.87,4914.19,515000,-42802.69140625,184.402,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,515000,Humanoid-v5,456
119.4297,104,104,2647.18,5030.1,520000,-46908.09375,201.1237,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,520000,Humanoid-v5,456
117.8406,105,105,3783.47,4594.65,525000,-43803.83203125,200.9882,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,525000,Humanoid-v5,456
116.5498,106,106,4064.11,5100.99,530000,-47636.4296875,191.2056,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,530000,Humanoid-v5,456
115.2775,107,107,3956.15,4735.75,535000,-44565.671875,191.5732,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,535000,Humanoid-v5,456
109.5756,108,108,2969.13,3951.49,540000,-44180.265625,181.3061,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,540000,Humanoid-v5,456
107.8765,109,109,5031.28,5170.77,545000,-45688.0546875,185.4283,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,545000,Humanoid-v5,456
108.2721,110,110,5238.77,4816.83,550000,-44662.54296875,181.3434,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,550000,Humanoid-v5,456
116.2811,111,111,3074.5,4649.92,555000,-47628.9375,197.828,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,555000,Humanoid-v5,456
116.37,112,112,4231.83,5098.49,560000,-50792.05859375,193.0466,4,0.5,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_05_q4_seed456_qstd0.5,560000,Humanoid-v5,456
