Running Forward KL,Itration,Running Update Time,Real Det Return,Real Sto Return,Running Env Steps,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
207.1678,30,30,703.44,944.29,150000,-31422.74609375,276.8739,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,150000,Humanoid-v5,123
214.2619,31,31,655.34,903.83,155000,-30037.75,282.7595,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,155000,Humanoid-v5,123
210.5787,32,32,465.42,787.36,160000,-41884.51953125,263.1007,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,160000,Humanoid-v5,123
203.0086,33,33,430.38,969.9,165000,-34833.76953125,267.9461,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,165000,Humanoid-v5,123
191.4043,34,34,852.47,1153.69,170000,-43030.59765625,268.3156,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,170000,Humanoid-v5,123
179.0919,35,35,439.22,954.2,175000,-41302.78125,251.3599,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,175000,Humanoid-v5,123
194.2177,36,36,901.07,1036.57,180000,-40280.3125,265.0449,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,180000,Humanoid-v5,123
189.4829,37,37,953.4,1321.15,185000,-42416.54296875,252.4434,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,185000,Humanoid-v5,123
161.3006,38,38,838.59,1580.25,190000,-37356.875,245.5813,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,190000,Humanoid-v5,123
198.4484,39,39,645.78,1555.05,195000,-42155.5859375,275.4408,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,195000,Humanoid-v5,123
174.501,40,40,517.71,1135.84,200000,-43078.76953125,249.631,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,200000,Humanoid-v5,123
197.4688,41,41,716.44,1157.87,205000,-45606.47265625,262.306,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,205000,Humanoid-v5,123
201.1535,42,42,584.65,1027.5,210000,-43256.71484375,280.876,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,210000,Humanoid-v5,123
201.6381,43,43,1088.26,1151.38,215000,-53080.1328125,302.2058,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,215000,Humanoid-v5,123
201.8517,44,44,607.47,948.58,220000,-47630.84375,282.0876,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,220000,Humanoid-v5,123
214.3955,45,45,677.33,1142.73,225000,-42665.6953125,280.9412,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,225000,Humanoid-v5,123
194.7441,46,46,844.22,1299.4,230000,-58014.9140625,291.0461,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,230000,Humanoid-v5,123
191.3418,47,47,580.02,1117.87,235000,-55716.05078125,290.9024,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,235000,Humanoid-v5,123
212.6842,48,48,1007.75,1010.6,240000,-55976.51171875,292.3335,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,240000,Humanoid-v5,123
202.0955,49,49,903.83,1111.48,245000,-57434.203125,293.3605,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,245000,Humanoid-v5,123
200.2031,50,50,1117.29,1329.26,250000,-43405.03515625,269.5448,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,250000,Humanoid-v5,123
185.8329,51,51,957.86,1394.12,255000,-56095.14453125,280.7921,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,255000,Humanoid-v5,123
172.2429,52,52,770.58,1514.81,260000,-51007.08984375,247.6462,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,260000,Humanoid-v5,123
172.1441,53,53,1122.58,1562.23,265000,-45776.328125,251.5671,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,265000,Humanoid-v5,123
197.7639,54,54,1409.93,1937.23,270000,-51731.74609375,263.0235,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,270000,Humanoid-v5,123
192.0258,55,55,1330.27,1494.65,275000,-50406.609375,258.7161,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,275000,Humanoid-v5,123
177.7042,56,56,2707.13,3265.42,280000,-45963.3515625,250.6872,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,280000,Humanoid-v5,123
166.6946,57,57,1077.01,2548.58,285000,-45429.359375,246.832,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,285000,Humanoid-v5,123
192.2552,58,58,1761.81,2134.34,290000,-54927.5625,267.702,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,290000,Humanoid-v5,123
178.9264,59,59,3213.19,2374.59,295000,-55190.69140625,273.7725,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,295000,Humanoid-v5,123
152.9185,60,60,4516.77,3411.78,300000,-38812.78125,244.4151,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,300000,Humanoid-v5,123
161.4921,61,61,4402.48,3179.8,305000,-34698.9765625,232.7333,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,305000,Humanoid-v5,123
148.1055,62,62,4323.95,4114.26,310000,-31104.744140625,251.4933,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,310000,Humanoid-v5,123
146.5674,63,63,5164.45,5020.35,315000,-28889.7421875,242.445,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,315000,Humanoid-v5,123
158.1535,64,64,5131.84,4178.74,320000,-43488.30078125,255.3441,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,320000,Humanoid-v5,123
146.355,65,65,5116.2,4199.28,325000,-30896.8671875,240.2855,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,325000,Humanoid-v5,123
156.9755,66,66,1312.33,4079.98,330000,-34272.86328125,236.5688,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,330000,Humanoid-v5,123
158.1249,67,67,5064.94,4534.92,335000,-33960.28515625,254.3301,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,335000,Humanoid-v5,123
137.0484,68,68,4075.2,4488.07,340000,-31089.22265625,241.9891,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,340000,Humanoid-v5,123
159.1191,69,69,2758.9,4074.08,345000,-46396.953125,253.8615,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,345000,Humanoid-v5,123
164.714,70,70,3465.27,3804.65,350000,-45720.8046875,252.8168,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,350000,Humanoid-v5,123
149.3421,71,71,2954.25,4902.37,355000,-36016.79296875,236.9371,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,355000,Humanoid-v5,123
154.5689,72,72,1876.63,3062.94,360000,-49102.53515625,256.5656,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,360000,Humanoid-v5,123
155.5911,73,73,4898.5,2976.7,365000,-47016.6875,248.5945,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,365000,Humanoid-v5,123
155.0971,74,74,4387.65,4375.99,370000,-45162.15625,237.4342,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,370000,Humanoid-v5,123
149.7143,75,75,2045.08,3282.42,375000,-47898.41015625,234.2587,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,375000,Humanoid-v5,123
161.7579,76,76,4889.21,4403.92,380000,-49760.71484375,255.6097,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,380000,Humanoid-v5,123
147.4834,77,77,5209.17,4423.2,385000,-43751.74609375,251.4961,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,385000,Humanoid-v5,123
165.7033,78,78,3257.94,4400.16,390000,-51293.22265625,257.1482,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,390000,Humanoid-v5,123
155.8715,79,79,3380.13,3664.6,395000,-47559.4921875,248.7254,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,395000,Humanoid-v5,123
150.1422,80,80,3595.71,4668.84,400000,-51709.42578125,231.3218,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,400000,Humanoid-v5,123
152.9866,81,81,4321.25,4827.95,405000,-49230.26953125,253.4816,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,405000,Humanoid-v5,123
148.2791,82,82,3941.59,4718.29,410000,-51148.953125,239.8294,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,410000,Humanoid-v5,123
150.0245,83,83,5179.58,4774.7,415000,-50723.8359375,240.8831,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,415000,Humanoid-v5,123
145.5994,84,84,4970.75,4857.39,420000,-47037.80859375,253.1017,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,420000,Humanoid-v5,123
142.8635,85,85,4898.89,4853.21,425000,-50934.71484375,265.8417,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,425000,Humanoid-v5,123
149.8905,86,86,3971.22,4748.34,430000,-55095.0390625,249.5571,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,430000,Humanoid-v5,123
144.2614,87,87,4438.4,5243.33,435000,-52598.34765625,250.1746,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,435000,Humanoid-v5,123
147.5351,88,88,4427.1,4968.98,440000,-54235.70703125,250.3995,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,440000,Humanoid-v5,123
153.8131,89,89,5282.88,4584.91,445000,-55250.60546875,261.1842,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,445000,Humanoid-v5,123
161.8358,90,90,3842.04,3653.99,450000,-59766.9453125,267.3265,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,450000,Humanoid-v5,123
177.5861,91,91,2604.51,4017.59,455000,-62252.9375,254.2113,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,455000,Humanoid-v5,123
150.7001,92,92,3528.2,3453.43,460000,-57087.734375,229.6598,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,460000,Humanoid-v5,123
147.876,93,93,4539.69,4410.49,465000,-57664.0859375,251.2763,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,465000,Humanoid-v5,123
153.9374,94,94,4339.89,4890.99,470000,-60577.3203125,258.4194,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,470000,Humanoid-v5,123
144.2882,95,95,5352.4,5138.87,475000,-60683.703125,248.7224,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,475000,Humanoid-v5,123
145.4813,96,96,5301.29,5085.17,480000,-62539.46484375,252.4705,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,480000,Humanoid-v5,123
153.2438,97,97,5346.29,5058.43,485000,-61525.27734375,253.9928,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,485000,Humanoid-v5,123
140.3996,98,98,5306.05,4993.01,490000,-62922.78125,238.7055,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,490000,Humanoid-v5,123
139.8399,99,99,5416.66,5231.13,495000,-63220.13671875,248.4434,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,495000,Humanoid-v5,123
147.9489,100,100,5176.43,5063.29,500000,-63595.40234375,261.1384,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,500000,Humanoid-v5,123
140.1612,101,101,5317.71,5277.61,505000,-64352.26171875,248.9659,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,505000,Humanoid-v5,123
139.383,102,102,4246.02,4866.23,510000,-64776.359375,241.6327,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,510000,Humanoid-v5,123
141.2819,103,103,5265.38,5231.7,515000,-66289.0390625,244.352,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,515000,Humanoid-v5,123
146.1019,104,104,5373.76,4912.84,520000,-67824.9453125,273.003,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,520000,Humanoid-v5,123
152.6256,105,105,5208.99,4859.23,525000,-68969.0390625,253.208,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,525000,Humanoid-v5,123
171.1052,106,106,764.44,1935.27,530000,-66446.25,283.6559,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,530000,Humanoid-v5,123
155.2261,107,107,5313.57,4906.59,535000,-70593.875,264.0243,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,535000,Humanoid-v5,123
141.8342,108,108,4693.9,4892.49,540000,-69508.3125,266.7189,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,540000,Humanoid-v5,123
139.9929,109,109,5190.26,4986.38,545000,-68959.125,278.8571,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,545000,Humanoid-v5,123
153.6808,110,110,4639.51,5207.68,550000,-72326.859375,270.0015,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,550000,Humanoid-v5,123
136.8966,111,111,5327.72,5070.27,555000,-69778.515625,255.024,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,555000,Humanoid-v5,123
145.1444,112,112,505.57,4045.78,560000,-72902.375,246.6574,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,560000,Humanoid-v5,123
143.0003,113,113,3508.43,5052.51,565000,-71897.0859375,254.7338,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,565000,Humanoid-v5,123
146.0002,114,114,5338.61,5286.99,570000,-71936.6640625,256.5842,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,570000,Humanoid-v5,123
145.09,115,115,5240.8,5095.1,575000,-75588.9375,260.5958,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,575000,Humanoid-v5,123
148.8316,116,116,5280.86,4993.21,580000,-75672.5859375,244.6157,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,580000,Humanoid-v5,123
140.0203,117,117,5272.91,4813.84,585000,-75710.515625,238.421,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,585000,Humanoid-v5,123
148.2062,118,118,5362.77,4090.72,590000,-72913.4140625,237.7304,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,590000,Humanoid-v5,123
152.822,119,119,5249.02,4340.7,595000,-76087.6875,235.7299,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,595000,Humanoid-v5,123
145.5101,120,120,5382.02,5167.89,600000,-76697.21875,254.783,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,600000,Humanoid-v5,123
151.1319,121,121,5333.71,4195.99,605000,-77001.3046875,238.0611,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,605000,Humanoid-v5,123
142.0268,122,122,5461.95,5328.71,610000,-77203.859375,248.8338,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,610000,Humanoid-v5,123
152.9604,123,123,5345.19,5229.55,615000,-77107.21875,248.5476,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,615000,Humanoid-v5,123
155.5681,124,124,5325.04,3793.25,620000,-74794.3515625,245.8685,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,620000,Humanoid-v5,123
154.3723,125,125,5139.47,3575.8,625000,-76343.53125,248.2506,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,625000,Humanoid-v5,123
147.8519,126,126,5358.4,4922.93,630000,-79388.0859375,252.901,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,630000,Humanoid-v5,123
140.9289,127,127,5486.76,4670.46,635000,-77525.46875,250.731,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,635000,Humanoid-v5,123
151.8466,128,128,5430.17,5378.25,640000,-81317.9375,271.1345,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,640000,Humanoid-v5,123
153.2695,129,129,5299.79,3943.18,645000,-80890.375,232.385,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,645000,Humanoid-v5,123
152.4903,130,130,5493.38,5155.52,650000,-80545.625,271.9797,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,650000,Humanoid-v5,123
158.5861,131,131,5438.17,4932.37,655000,-79505.4921875,259.9651,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,655000,Humanoid-v5,123
147.3841,132,132,5398.04,4866.64,660000,-82234.9140625,258.1674,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,660000,Humanoid-v5,123
155.2506,133,133,5408.35,5134.92,665000,-83072.515625,267.8542,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,665000,Humanoid-v5,123
158.5674,134,134,5250.77,4930.95,670000,-82785.03125,265.5489,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,670000,Humanoid-v5,123
158.5755,135,135,5202.73,4440.46,675000,-79454.234375,265.8189,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,675000,Humanoid-v5,123
155.4641,136,136,5391.02,5222.01,680000,-82115.3359375,255.8592,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,680000,Humanoid-v5,123
159.0098,137,137,5373.06,5370.66,685000,-83542.921875,272.1002,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,685000,Humanoid-v5,123
146.6498,138,138,5351.91,4353.15,690000,-83234.65625,242.2585,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,690000,Humanoid-v5,123
155.0118,139,139,5340.83,5215.17,695000,-81987.9375,249.9381,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,695000,Humanoid-v5,123
140.5237,140,140,5418.93,4845.19,700000,-82654.21875,237.1763,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,700000,Humanoid-v5,123
142.0782,141,141,5479.64,4917.05,705000,-84669.5625,235.2085,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,705000,Humanoid-v5,123
143.9234,142,142,5298.48,5138.03,710000,-85424.9921875,236.3807,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,710000,Humanoid-v5,123
149.5064,143,143,5480.72,4913.97,715000,-84449.203125,243.9943,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,715000,Humanoid-v5,123
140.1732,144,144,5282.79,4775.49,720000,-84353.71875,229.8151,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,720000,Humanoid-v5,123
144.1097,145,145,5325.69,4768.6,725000,-83604.5078125,236.9629,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,725000,Humanoid-v5,123
144.2407,146,146,2760.12,3840.74,730000,-83251.71875,238.679,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,730000,Humanoid-v5,123
137.1757,147,147,5299.4,4541.78,735000,-84091.3515625,235.5736,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,735000,Humanoid-v5,123
134.3942,148,148,4857.38,4350.59,740000,-83969.3046875,234.5413,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,740000,Humanoid-v5,123
147.5508,149,149,1765.3,3181.47,745000,-83369.34375,230.6472,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,745000,Humanoid-v5,123
141.3021,150,150,5413.95,4853.45,750000,-84673.6796875,245.5403,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,750000,Humanoid-v5,123
142.6943,151,151,5355.68,4766.97,755000,-85946.625,237.4967,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,755000,Humanoid-v5,123
148.4933,152,152,5188.8,4525.64,760000,-86141.203125,234.098,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,760000,Humanoid-v5,123
145.7803,153,153,5322.92,4202.08,765000,-83954.9453125,240.1858,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,765000,Humanoid-v5,123
144.2413,154,154,5381.59,4311.39,770000,-87792.625,243.6254,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,770000,Humanoid-v5,123
160.4285,155,155,5466.35,2458.94,775000,-84492.1796875,235.0353,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,775000,Humanoid-v5,123
151.326,156,156,5211.71,3749.26,780000,-85542.09375,227.7404,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,780000,Humanoid-v5,123
150.807,157,157,5296.15,4758.56,785000,-87266.0546875,231.6467,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,785000,Humanoid-v5,123
141.8635,158,158,5353.15,5008.34,790000,-86680.3515625,233.1169,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,790000,Humanoid-v5,123
144.5198,159,159,5295.67,4330.72,795000,-86276.8984375,230.1399,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,795000,Humanoid-v5,123
135.5256,160,160,5230.05,4306.02,800000,-86704.7265625,221.5952,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,800000,Humanoid-v5,123
140.4858,161,161,4764.24,4748.15,805000,-88841.0234375,225.6983,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,805000,Humanoid-v5,123
153.5727,162,162,5315.07,4101.01,810000,-88714.0,244.6373,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,810000,Humanoid-v5,123
132.2018,163,163,5408.69,5030.33,815000,-87280.59375,224.258,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,815000,Humanoid-v5,123
135.4949,164,164,5295.24,5212.6,820000,-88267.671875,227.1708,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,820000,Humanoid-v5,123
144.9721,165,165,5196.16,3451.79,825000,-87164.46875,219.0485,4,50.0,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_09_q4_seed123_qstd50.0,825000,Humanoid-v5,123
