Real Det Return,Real Sto Return,Itration,Running Forward KL,Running Reverse KL,q,clip,folder,episode,environment,seed
3533.53,3471.76,114,14.3904,13.5459,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,570000,Hopper-v5,42
3480.01,3440.08,115,14.3811,12.7646,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,575000,Hopper-v5,42
3501.97,3449.45,116,13.9867,13.0961,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,580000,Hopper-v5,42
3513.59,3312.08,117,14.2973,13.3872,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,585000,Hopper-v5,42
3510.9,3169.71,118,13.03,12.4594,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,590000,Hopper-v5,42
3532.75,3346.31,119,13.5703,12.688,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,595000,Hopper-v5,42
3489.74,3345.04,120,14.329,12.2261,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,600000,Hopper-v5,42
3498.18,2691.35,121,13.9245,10.7984,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,605000,Hopper-v5,42
3516.54,3408.33,122,13.9549,11.9328,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,610000,Hopper-v5,42
3479.88,3434.93,123,13.6265,12.353,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,615000,Hopper-v5,42
3473.2,3402.72,124,14.6492,13.941,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,620000,Hopper-v5,42
3523.62,3318.73,125,14.1724,12.6346,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,625000,Hopper-v5,42
3504.97,3445.44,126,14.6681,13.7357,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,630000,Hopper-v5,42
3510.31,3325.08,127,14.3939,13.5302,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,635000,Hopper-v5,42
3483.16,3419.51,128,14.8636,13.5342,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,640000,Hopper-v5,42
3439.44,2213.85,129,14.1521,11.8894,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,645000,Hopper-v5,42
3480.04,3419.16,130,13.5487,12.7634,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,650000,Hopper-v5,42
3456.86,3036.69,131,14.3074,11.5367,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,655000,Hopper-v5,42
3436.29,3275.8,132,13.8854,11.9512,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,660000,Hopper-v5,42
3476.83,3150.37,133,14.1047,12.8446,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,665000,Hopper-v5,42
3523.64,3469.83,134,14.1877,13.6718,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,670000,Hopper-v5,42
3476.14,3325.4,135,13.7958,12.3578,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,675000,Hopper-v5,42
3464.55,2921.56,136,14.3557,12.11,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,680000,Hopper-v5,42
3519.51,2944.22,137,15.298,12.1017,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,685000,Hopper-v5,42
3476.2,3401.62,138,14.6629,13.6918,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,690000,Hopper-v5,42
3367.1,2183.33,139,16.2304,13.8612,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,695000,Hopper-v5,42
3471.36,2793.34,140,14.4235,12.383,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,700000,Hopper-v5,42
3477.48,3353.93,141,13.9885,13.3293,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,705000,Hopper-v5,42
3490.74,3082.36,142,14.6152,12.4297,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,710000,Hopper-v5,42
3476.56,3393.16,143,14.2724,13.3132,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,715000,Hopper-v5,42
3359.72,2839.5,144,14.3571,11.4353,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,720000,Hopper-v5,42
3463.9,3270.78,145,14.0737,11.9654,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,725000,Hopper-v5,42
3476.61,3356.53,146,15.0273,13.6495,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,730000,Hopper-v5,42
3451.52,3360.62,147,14.2979,12.6597,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,735000,Hopper-v5,42
3488.67,2754.07,148,14.2474,11.6437,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,740000,Hopper-v5,42
3468.5,3425.76,149,14.5026,12.4847,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,745000,Hopper-v5,42
3557.67,3343.31,150,14.0888,12.3745,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,750000,Hopper-v5,42
3485.66,3460.46,151,13.5345,12.5628,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,755000,Hopper-v5,42
3450.97,3411.16,152,14.6806,13.3774,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,760000,Hopper-v5,42
3485.89,2664.66,153,14.815,14.34,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,765000,Hopper-v5,42
3477.16,2618.57,154,14.7427,13.7465,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,770000,Hopper-v5,42
3454.83,3413.85,155,13.3781,12.0794,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,775000,Hopper-v5,42
3475.83,3417.55,156,13.0461,12.0363,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,780000,Hopper-v5,42
3507.03,3459.76,157,14.2423,14.4031,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,785000,Hopper-v5,42
3453.33,3406.9,158,14.265,13.0606,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,790000,Hopper-v5,42
3536.93,3496.65,159,15.6255,14.6796,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,795000,Hopper-v5,42
3498.52,3461.8,160,14.2974,13.4527,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,800000,Hopper-v5,42
3475.75,3442.48,161,13.2864,13.0555,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,805000,Hopper-v5,42
3463.67,3433.14,162,13.0989,12.1388,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,810000,Hopper-v5,42
3479.86,3448.54,163,13.4723,12.8291,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,815000,Hopper-v5,42
3480.02,3418.78,164,13.1099,12.8094,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,820000,Hopper-v5,42
3520.1,3415.07,165,13.9978,12.7328,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,825000,Hopper-v5,42
3483.55,3447.77,166,13.8868,13.6838,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,830000,Hopper-v5,42
3459.8,3367.41,167,15.0064,13.0091,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,835000,Hopper-v5,42
3467.93,3426.02,168,13.748,12.7195,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,840000,Hopper-v5,42
3488.88,3376.59,169,13.0647,12.0092,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,845000,Hopper-v5,42
3478.22,3450.02,170,14.6032,15.1069,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,850000,Hopper-v5,42
3463.17,3417.49,171,14.874,13.3969,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,855000,Hopper-v5,42
3510.39,3500.78,172,13.0418,12.2093,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,860000,Hopper-v5,42
3516.93,3493.79,173,14.6761,13.8645,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,865000,Hopper-v5,42
3479.77,3406.55,174,14.4251,13.4788,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,870000,Hopper-v5,42
3476.04,3460.26,175,13.4264,13.1091,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,875000,Hopper-v5,42
3461.1,3419.13,176,14.1476,13.2771,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,880000,Hopper-v5,42
3450.09,3430.53,177,13.7318,13.7441,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,885000,Hopper-v5,42
3445.41,3429.8,178,13.2399,13.0778,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,890000,Hopper-v5,42
3461.88,3434.12,179,13.9575,13.1794,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,895000,Hopper-v5,42
3473.99,3469.9,180,13.3019,12.3567,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,900000,Hopper-v5,42
3485.73,3457.48,181,13.6385,12.6235,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,905000,Hopper-v5,42
3506.88,3442.39,182,14.175,11.3989,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,910000,Hopper-v5,42
3472.6,3447.98,183,13.9908,12.8855,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,915000,Hopper-v5,42
3479.17,3427.82,184,13.7578,11.9042,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,920000,Hopper-v5,42
3478.77,3448.57,185,13.3082,13.3977,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,925000,Hopper-v5,42
3457.83,3320.28,186,15.0923,12.9021,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,930000,Hopper-v5,42
3509.79,3299.86,187,13.0496,11.8647,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,935000,Hopper-v5,42
3471.84,3429.6,188,14.2996,13.6625,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,940000,Hopper-v5,42
3509.07,3426.38,189,13.8665,12.1957,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,945000,Hopper-v5,42
3492.85,3276.38,190,14.285,12.4265,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,950000,Hopper-v5,42
3513.58,3282.41,191,14.7075,13.6596,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,955000,Hopper-v5,42
3486.41,3459.14,192,14.0266,13.5162,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,960000,Hopper-v5,42
3503.98,3076.91,193,14.6993,11.666,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,965000,Hopper-v5,42
3461.68,3408.31,194,12.3166,11.4035,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,970000,Hopper-v5,42
3470.9,3320.86,195,13.8745,11.5526,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,975000,Hopper-v5,42
3467.33,3420.56,196,13.1493,11.3857,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,980000,Hopper-v5,42
3462.78,3297.73,197,14.2055,12.5847,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,985000,Hopper-v5,42
3363.93,3156.46,198,13.2569,11.5137,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,990000,Hopper-v5,42
3381.27,3390.8,199,13.0111,12.2157,4,50.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_24_q4_seed42_qstd50.0,995000,Hopper-v5,42
161.01,170.96,0,25.8215,40.5259,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,0,Hopper-v5,123
302.69,325.72,1,25.9777,62.6987,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,5000,Hopper-v5,123
280.23,312.54,2,25.9883,68.8221,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,10000,Hopper-v5,123
334.91,338.8,3,26.2634,74.8378,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,15000,Hopper-v5,123
331.52,331.47,4,26.7842,77.6656,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,20000,Hopper-v5,123
325.53,324.37,5,26.3766,64.4741,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,25000,Hopper-v5,123
329.55,326.76,6,26.7484,41.0866,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,30000,Hopper-v5,123
329.99,335.25,7,26.7174,48.134,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,35000,Hopper-v5,123
319.44,300.44,8,25.9072,46.672,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,40000,Hopper-v5,123
324.38,313.24,9,25.4416,38.7745,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,45000,Hopper-v5,123
333.35,323.98,10,25.7955,46.5692,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,50000,Hopper-v5,123
326.92,316.88,11,25.2393,50.0085,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,55000,Hopper-v5,123
325.01,318.65,12,25.1916,27.5373,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,60000,Hopper-v5,123
339.42,329.71,13,24.8442,43.7368,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,65000,Hopper-v5,123
339.54,327.43,14,24.7534,32.7806,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,70000,Hopper-v5,123
346.73,341.34,15,25.0985,40.1388,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,75000,Hopper-v5,123
337.31,333.52,16,25.0056,32.3619,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,80000,Hopper-v5,123
354.29,346.2,17,25.0438,33.8509,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,85000,Hopper-v5,123
434.77,402.36,18,24.1668,46.6048,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,90000,Hopper-v5,123
566.71,512.79,19,22.514,37.9133,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,95000,Hopper-v5,123
1412.82,1281.54,20,17.9682,21.6846,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,100000,Hopper-v5,123
696.94,581.29,21,18.8502,31.9364,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,105000,Hopper-v5,123
670.2,616.04,22,19.1116,22.6329,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,110000,Hopper-v5,123
1091.29,983.07,23,17.9309,15.8404,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,115000,Hopper-v5,123
952.14,859.5,24,17.8396,33.9062,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,120000,Hopper-v5,123
879.13,1197.48,25,16.8651,30.271,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,125000,Hopper-v5,123
1088.01,989.43,26,17.3234,21.0666,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,130000,Hopper-v5,123
1906.74,1433.62,27,16.9985,23.877,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,135000,Hopper-v5,123
2198.32,1585.97,28,17.7264,18.9736,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,140000,Hopper-v5,123
2222.54,1520.08,29,16.8367,24.1538,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,145000,Hopper-v5,123
1442.17,975.82,30,17.5986,20.121,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,150000,Hopper-v5,123
3287.89,1976.79,31,15.9818,19.9319,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,155000,Hopper-v5,123
3018.98,2427.35,32,14.1991,11.7521,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,160000,Hopper-v5,123
2979.73,3128.76,33,14.9351,13.0373,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,165000,Hopper-v5,123
1374.66,1306.37,34,15.6441,25.97,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,170000,Hopper-v5,123
3008.98,1659.51,35,15.7258,22.7658,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,175000,Hopper-v5,123
3270.3,3250.64,36,14.7673,13.2547,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,180000,Hopper-v5,123
3139.12,2553.91,37,15.1411,25.6233,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,185000,Hopper-v5,123
3190.01,1736.71,38,14.0708,23.6062,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,190000,Hopper-v5,123
3391.42,3313.27,39,13.2803,12.2189,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,195000,Hopper-v5,123
371.92,1748.94,40,15.4434,12.1882,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,200000,Hopper-v5,123
3307.87,3298.17,41,13.2287,11.296,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,205000,Hopper-v5,123
3313.94,3150.64,42,13.6433,12.2445,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,210000,Hopper-v5,123
3279.15,3322.79,43,13.8109,12.9553,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,215000,Hopper-v5,123
220.81,1366.47,44,14.9084,12.6005,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,220000,Hopper-v5,123
3272.1,3250.25,45,15.0749,12.2685,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,225000,Hopper-v5,123
3343.18,3302.36,46,12.6199,11.3826,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,230000,Hopper-v5,123
3326.46,3230.28,47,13.5329,12.7841,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,235000,Hopper-v5,123
3397.91,1876.02,48,16.4527,12.0849,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,240000,Hopper-v5,123
3403.61,3240.98,49,13.5056,12.4489,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,245000,Hopper-v5,123
3401.92,3374.26,50,13.0514,11.1807,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,250000,Hopper-v5,123
3411.94,2738.97,51,12.7423,10.7151,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,255000,Hopper-v5,123
3314.17,3310.8,52,12.5036,12.0469,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,260000,Hopper-v5,123
3409.32,3171.27,53,13.2938,12.2475,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,265000,Hopper-v5,123
3373.23,3359.62,54,13.0791,11.9717,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,270000,Hopper-v5,123
3375.3,3371.73,55,14.1163,12.8614,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,275000,Hopper-v5,123
3377.53,3366.28,56,12.5699,13.211,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,280000,Hopper-v5,123
3367.61,3355.58,57,11.6718,11.9012,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,285000,Hopper-v5,123
3430.06,3419.89,58,12.3263,11.0273,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,290000,Hopper-v5,123
3303.56,3292.22,59,12.1095,11.7187,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,295000,Hopper-v5,123
3391.33,3273.76,60,12.2513,11.5629,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,300000,Hopper-v5,123
3401.05,3380.85,61,11.989,11.7978,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,305000,Hopper-v5,123
3432.45,3405.91,62,12.6507,11.6366,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,310000,Hopper-v5,123
3407.09,3402.55,63,11.2717,11.6459,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,315000,Hopper-v5,123
3411.46,3381.57,64,10.9932,11.2846,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,320000,Hopper-v5,123
3385.27,3366.64,65,10.9975,11.7287,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,325000,Hopper-v5,123
3389.0,3371.83,66,12.1052,12.0161,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,330000,Hopper-v5,123
3420.29,3414.76,67,10.5428,11.4904,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,335000,Hopper-v5,123
3448.39,3412.48,68,11.6562,11.5263,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,340000,Hopper-v5,123
3413.15,3392.86,69,11.4022,11.8273,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,345000,Hopper-v5,123
3435.22,3419.46,70,12.0223,11.0261,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,350000,Hopper-v5,123
3400.34,3369.98,71,12.0772,11.4063,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,355000,Hopper-v5,123
3411.43,3401.52,72,11.3045,10.8713,4,0.5,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_20_q4_seed123_qstd0.5,360000,Hopper-v5,123
